# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/DV3.gff" "-t" "CDS" "-g" "ID" "-o" "DV3/featureCount_DV3.txt" "DV3/DV3_rep1_rna_map.sorted.bam" "DV3/DV3_rep2_rna_map.sorted.bam" "DV3/DV3_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	DV3/DV3_rep1_rna_map.sorted.bam	DV3/DV3_rep2_rna_map.sorted.bam	DV3/DV3_rep3_rna_map.sorted.bam
LGFCPJMF_00363	contig_1_pilon	364599	366425	+	1827	878	952	1605
LGFCPJMF_00364	contig_1_pilon	366461	368386	+	1926	439	400	1604
LGFCPJMF_00365	contig_1_pilon	368357	369529	-	1173	4	6	10
LGFCPJMF_00366	contig_1_pilon	370250	371146	+	897	8	3	12
LGFCPJMF_00367	contig_1_pilon	370989	372296	-	1308	15	15	58
LGFCPJMF_00368	contig_1_pilon	372390	374513	-	2124	10	2	4
LGFCPJMF_00369	contig_1_pilon	374510	375019	-	510	6	0	2
LGFCPJMF_00370	contig_1_pilon	375522	376034	+	513	0	0	0
LGFCPJMF_00371	contig_1_pilon	376031	377344	+	1314	8	2	6
LGFCPJMF_00372	contig_1_pilon	377562	378617	+	1056	22	45	28
LGFCPJMF_00373	contig_1_pilon	378714	378905	-	192	97	109	128
LGFCPJMF_00374	contig_1_pilon	379260	380996	+	1737	3177	4374	6185
LGFCPJMF_00375	contig_1_pilon	381078	382397	+	1320	951	690	2032
LGFCPJMF_00376	contig_1_pilon	382459	382752	+	294	123	54	238
LGFCPJMF_00377	contig_1_pilon	382749	383720	+	972	271	162	469
LGFCPJMF_00378	contig_1_pilon	383843	384175	+	333	1944	1522	2246
LGFCPJMF_00379	contig_1_pilon	384192	385403	-	1212	30	12	10
LGFCPJMF_00380	contig_1_pilon	385771	386769	+	999	6	11	28
LGFCPJMF_00381	contig_1_pilon	386850	387563	+	714	42	41	2
LGFCPJMF_00382	contig_1_pilon	387958	389379	+	1422	2	19	0
LGFCPJMF_00383	contig_1_pilon	389355	390371	-	1017	27	19	0
LGFCPJMF_00384	contig_1_pilon	390409	391524	-	1116	0	2	2
LGFCPJMF_00385	contig_1_pilon	391553	392086	-	534	14	20	22
LGFCPJMF_00386	contig_1_pilon	392334	392750	+	417	68	46	64
LGFCPJMF_00387	contig_1_pilon	392906	393580	-	675	1722	2704	3285
LGFCPJMF_00388	contig_1_pilon	393774	394961	-	1188	10	6	36
LGFCPJMF_00389	contig_1_pilon	394958	396007	-	1050	58	53	24
LGFCPJMF_00390	contig_1_pilon	396039	397013	-	975	56	79	117
LGFCPJMF_00391	contig_1_pilon	397091	397594	-	504	20	38	80
LGFCPJMF_00392	contig_1_pilon	397707	399164	-	1458	4	2	0
LGFCPJMF_00393	contig_1_pilon	399169	400545	-	1377	4	20	32
LGFCPJMF_00394	contig_1_pilon	401072	402430	+	1359	4	6	0
LGFCPJMF_00395	contig_1_pilon	402776	404023	+	1248	16	12	0
LGFCPJMF_00396	contig_1_pilon	404100	405203	-	1104	32	14	14
LGFCPJMF_00397	contig_1_pilon	405313	406080	-	768	32	46	134
LGFCPJMF_00398	contig_1_pilon	406093	406821	-	729	147	209	383
LGFCPJMF_00399	contig_1_pilon	406844	407932	-	1089	111	133	153
LGFCPJMF_00400	contig_1_pilon	408130	409215	-	1086	206	248	219
LGFCPJMF_00401	contig_1_pilon	409461	409847	+	387	16	60	28
LGFCPJMF_00402	contig_1_pilon	409959	410132	-	174	1268	1118	722
LGFCPJMF_00403	contig_1_pilon	410350	411402	+	1053	104	86	100
LGFCPJMF_00404	contig_1_pilon	411685	412752	+	1068	608	409	845
LGFCPJMF_00405	contig_1_pilon	412835	413734	+	900	720	915	1472
LGFCPJMF_00406	contig_1_pilon	413750	414385	+	636	260	296	370
LGFCPJMF_00407	contig_1_pilon	414382	415230	+	849	176	134	281
LGFCPJMF_00408	contig_1_pilon	415227	417173	-	1947	16	16	84
LGFCPJMF_00409	contig_1_pilon	417341	417712	-	372	0	0	0
LGFCPJMF_00410	contig_1_pilon	417715	418116	-	402	0	0	0
LGFCPJMF_00411	contig_1_pilon	418192	418656	-	465	0	0	0
LGFCPJMF_00412	contig_1_pilon	418653	421073	-	2421	0	0	0
LGFCPJMF_00413	contig_1_pilon	421094	421852	-	759	0	0	4
LGFCPJMF_00414	contig_1_pilon	421949	424843	+	2895	0	0	24
LGFCPJMF_00415	contig_1_pilon	424947	425291	+	345	0	4	0
LGFCPJMF_00416	contig_1_pilon	425291	426247	+	957	2	2	0
LGFCPJMF_00417	contig_1_pilon	426244	426918	+	675	0	2	0
LGFCPJMF_00418	contig_1_pilon	427135	428073	+	939	26	51	74
LGFCPJMF_00419	contig_1_pilon	428106	429104	-	999	0	0	0
LGFCPJMF_00420	contig_1_pilon	429101	434707	-	5607	4	4	0
LGFCPJMF_00421	contig_1_pilon	434744	440956	-	6213	8	9	0
LGFCPJMF_00422	contig_1_pilon	441081	441989	-	909	0	1	0
LGFCPJMF_00423	contig_1_pilon	442182	443009	+	828	0	2	0
LGFCPJMF_00424	contig_1_pilon	443075	445024	-	1950	2	1	0
LGFCPJMF_00425	contig_1_pilon	445257	445595	+	339	0	2	0
LGFCPJMF_00426	contig_1_pilon	445642	445800	-	159	38	46	21
LGFCPJMF_00427	contig_1_pilon	445902	446129	-	228	161	177	202
LGFCPJMF_00428	contig_1_pilon	446325	447119	+	795	210	202	401
LGFCPJMF_00429	contig_1_pilon	447206	448645	+	1440	209	187	356
LGFCPJMF_00430	contig_1_pilon	449606	449914	+	309	11	15	0
LGFCPJMF_00431	contig_1_pilon	450240	451001	+	762	77	125	69
LGFCPJMF_00432	contig_1_pilon	451182	452591	+	1410	40	33	42
LGFCPJMF_00433	contig_1_pilon	452572	453570	+	999	24	28	18
LGFCPJMF_00434	contig_1_pilon	453567	454433	+	867	11	11	14
LGFCPJMF_00435	contig_1_pilon	454430	455422	+	993	26	36	22
LGFCPJMF_00436	contig_1_pilon	455538	456218	+	681	48	32	124
LGFCPJMF_00437	contig_1_pilon	456364	456882	+	519	20	29	28
LGFCPJMF_00438	contig_1_pilon	456879	457874	+	996	10	20	44
LGFCPJMF_00439	contig_1_pilon	457871	459190	+	1320	2	6	50
LGFCPJMF_00440	contig_1_pilon	459249	460271	+	1023	17	6	0
LGFCPJMF_00441	contig_1_pilon	460268	461140	+	873	8	2	0
LGFCPJMF_00442	contig_1_pilon	461155	461778	-	624	143	114	70
LGFCPJMF_00443	contig_1_pilon	461910	462164	-	255	2	2	6
LGFCPJMF_00444	contig_1_pilon	462216	463496	-	1281	8	11	28
LGFCPJMF_00445	contig_1_pilon	463493	464629	-	1137	12	4	20
LGFCPJMF_00446	contig_1_pilon	464626	468480	-	3855	32	12	4
LGFCPJMF_00447	contig_1_pilon	468602	468937	+	336	0	4	10
LGFCPJMF_00448	contig_1_pilon	469215	469475	+	261	3701	2752	4310
LGFCPJMF_00449	contig_1_pilon	469585	471597	-	2013	18	0	0
LGFCPJMF_00451	contig_1_pilon	476204	478132	-	1929	4	0	0
LGFCPJMF_00452	contig_1_pilon	478129	479031	-	903	0	4	0
LGFCPJMF_00453	contig_1_pilon	479033	479878	-	846	0	0	0
LGFCPJMF_00454	contig_1_pilon	480473	481666	+	1194	10	7	20
LGFCPJMF_00455	contig_1_pilon	481758	482309	-	552	64	97	45
LGFCPJMF_00456	contig_1_pilon	482722	483546	-	825	54	105	295
LGFCPJMF_00457	contig_1_pilon	483788	488032	-	4245	8	0	0
LGFCPJMF_00458	contig_1_pilon	488036	491677	-	3642	0	6	0
LGFCPJMF_00459	contig_1_pilon	491803	493308	-	1506	0	2	0
LGFCPJMF_00460	contig_1_pilon	493330	494244	-	915	0	0	0
LGFCPJMF_00461	contig_1_pilon	494413	497223	+	2811	42	32	150
LGFCPJMF_00462	contig_1_pilon	497374	498132	-	759	2	2	0
LGFCPJMF_00463	contig_1_pilon	498208	498786	-	579	10	15	12
LGFCPJMF_00464	contig_1_pilon	498951	500051	-	1101	152	160	148
LGFCPJMF_00465	contig_1_pilon	500282	500977	-	696	3	3	8
LGFCPJMF_00467	contig_1_pilon	505738	506172	-	435	2	0	0
LGFCPJMF_00468	contig_1_pilon	506290	507279	+	990	10	7	14
LGFCPJMF_00469	contig_1_pilon	507343	507852	+	510	30	56	52
LGFCPJMF_00470	contig_1_pilon	507959	508900	+	942	30	37	56
LGFCPJMF_00471	contig_1_pilon	508906	513057	-	4152	20	23	124
LGFCPJMF_00472	contig_1_pilon	513384	514340	-	957	9	3	22
LGFCPJMF_00473	contig_1_pilon	514587	515564	+	978	262	391	406
LGFCPJMF_00474	contig_1_pilon	515685	517091	+	1407	36	16	27
LGFCPJMF_00475	contig_1_pilon	517064	517891	-	828	121	150	186
LGFCPJMF_00476	contig_1_pilon	518349	518540	+	192	6	4	12
LGFCPJMF_00477	contig_1_pilon	518537	518764	+	228	0	0	0
LGFCPJMF_00478	contig_1_pilon	519092	520744	+	1653	14	8	23
LGFCPJMF_00479	contig_1_pilon	520762	522054	-	1293	0	0	0
LGFCPJMF_00480	contig_1_pilon	522098	522913	-	816	1	3	0
LGFCPJMF_00481	contig_1_pilon	522897	523529	-	633	2	0	0
LGFCPJMF_00482	contig_1_pilon	523635	523940	-	306	6	0	0
LGFCPJMF_00483	contig_1_pilon	524083	524706	+	624	6	4	16
LGFCPJMF_00484	contig_1_pilon	524818	525711	-	894	13	11	0
LGFCPJMF_00485	contig_1_pilon	525738	526583	-	846	6	18	12
LGFCPJMF_00486	contig_1_pilon	526656	528434	-	1779	33	20	36
LGFCPJMF_00487	contig_1_pilon	528777	529529	+	753	8	14	34
LGFCPJMF_00488	contig_1_pilon	529554	530114	-	561	38	43	88
LGFCPJMF_00489	contig_1_pilon	530247	531026	+	780	0	10	4
LGFCPJMF_00490	contig_1_pilon	531178	531375	+	198	11	16	0
LGFCPJMF_00491	contig_1_pilon	531448	531918	-	471	0	0	0
LGFCPJMF_00492	contig_1_pilon	531978	533207	-	1230	22	22	34
LGFCPJMF_00493	contig_1_pilon	533378	534118	+	741	24	47	57
LGFCPJMF_00494	contig_1_pilon	534170	534727	-	558	16	18	54
LGFCPJMF_00495	contig_1_pilon	534939	536177	+	1239	507	457	741
LGFCPJMF_00496	contig_1_pilon	536215	536943	+	729	389	349	661
LGFCPJMF_00497	contig_1_pilon	537133	538158	+	1026	74	48	47
LGFCPJMF_00498	contig_1_pilon	538302	539267	+	966	139	165	84
LGFCPJMF_00499	contig_1_pilon	539389	539547	+	159	97	61	54
LGFCPJMF_00500	contig_1_pilon	539609	540043	+	435	64	98	166
LGFCPJMF_00501	contig_1_pilon	540076	540660	-	585	40	11	21
LGFCPJMF_00502	contig_1_pilon	540871	541443	-	573	15	14	28
LGFCPJMF_00503	contig_1_pilon	541806	543287	+	1482	13	9	0
LGFCPJMF_00504	contig_1_pilon	543290	544132	+	843	2	0	0
LGFCPJMF_00505	contig_1_pilon	544274	544981	+	708	0	0	0
LGFCPJMF_00506	contig_1_pilon	545053	546492	-	1440	170	133	172
LGFCPJMF_00507	contig_1_pilon	546489	547436	-	948	349	436	705
LGFCPJMF_00508	contig_1_pilon	547932	549545	-	1614	194	112	202
LGFCPJMF_00509	contig_1_pilon	549645	550541	-	897	10	11	0
LGFCPJMF_00510	contig_1_pilon	550538	551419	-	882	0	2	0
LGFCPJMF_00511	contig_1_pilon	551473	552813	-	1341	0	0	0
LGFCPJMF_00512	contig_1_pilon	552854	553687	-	834	0	0	0
LGFCPJMF_00513	contig_1_pilon	553770	554798	-	1029	4	2	0
LGFCPJMF_00514	contig_1_pilon	554957	556033	+	1077	2	2	2
LGFCPJMF_00515	contig_1_pilon	556096	557262	+	1167	0	0	0
LGFCPJMF_00516	contig_1_pilon	557378	557692	-	315	6	14	0
LGFCPJMF_00517	contig_1_pilon	557867	559051	-	1185	46	48	84
LGFCPJMF_00518	contig_1_pilon	559554	560417	+	864	48	66	118
LGFCPJMF_00519	contig_1_pilon	560586	560924	+	339	2	0	0
LGFCPJMF_00520	contig_1_pilon	560973	561779	-	807	6	5	0
LGFCPJMF_00521	contig_1_pilon	561818	562870	-	1053	4	0	32
LGFCPJMF_00522	contig_1_pilon	563255	565537	+	2283	6	0	0
LGFCPJMF_00523	contig_1_pilon	565639	565950	-	312	0	0	0
LGFCPJMF_00524	contig_1_pilon	566257	567168	+	912	18	42	34
LGFCPJMF_00525	contig_1_pilon	567252	568151	-	900	10	8	20
LGFCPJMF_00526	contig_1_pilon	568405	570591	+	2187	42	30	40
LGFCPJMF_00527	contig_1_pilon	571047	572027	+	981	300	578	276
LGFCPJMF_00528	contig_1_pilon	572044	573045	+	1002	160	272	254
LGFCPJMF_00529	contig_1_pilon	573039	574913	+	1875	165	225	396
LGFCPJMF_00530	contig_1_pilon	574913	576127	+	1215	217	386	256
LGFCPJMF_00531	contig_1_pilon	576124	577464	+	1341	151	295	238
LGFCPJMF_00532	contig_1_pilon	577609	578817	+	1209	69	56	135
LGFCPJMF_00533	contig_1_pilon	578852	579451	-	600	4	8	0
LGFCPJMF_00534	contig_1_pilon	579541	580062	+	522	2	3	16
LGFCPJMF_00535	contig_1_pilon	580074	580982	+	909	8	5	0
LGFCPJMF_00536	contig_1_pilon	581078	581620	+	543	10	27	38
LGFCPJMF_00537	contig_1_pilon	581973	582476	-	504	4	3	0
LGFCPJMF_00538	contig_1_pilon	582735	584060	-	1326	15	11	22
LGFCPJMF_00539	contig_1_pilon	584280	584978	-	699	24	55	30
LGFCPJMF_00540	contig_1_pilon	585110	586015	+	906	4	6	14
LGFCPJMF_00541	contig_1_pilon	586058	586486	-	429	14	41	50
LGFCPJMF_00542	contig_1_pilon	586683	587339	-	657	85	103	124
LGFCPJMF_00543	contig_1_pilon	587514	588638	-	1125	16	27	0
LGFCPJMF_00544	contig_1_pilon	589387	590949	+	1563	20	32	4
LGFCPJMF_00545	contig_1_pilon	591546	593864	+	2319	68	101	171
LGFCPJMF_00546	contig_1_pilon	594171	594878	+	708	22	14	24
LGFCPJMF_00547	contig_1_pilon	595049	597982	-	2934	156	183	231
LGFCPJMF_00548	contig_1_pilon	599019	600419	+	1401	12	4	6
LGFCPJMF_00549	contig_1_pilon	600484	601500	+	1017	6	4	0
LGFCPJMF_00550	contig_1_pilon	601527	602792	+	1266	0	4	16
LGFCPJMF_00551	contig_1_pilon	602862	604220	+	1359	36	42	32
LGFCPJMF_00552	contig_1_pilon	604311	605243	+	933	22	16	0
LGFCPJMF_00553	contig_1_pilon	605240	606388	+	1149	7	8	9
LGFCPJMF_00554	contig_1_pilon	606388	607212	+	825	17	7	0
LGFCPJMF_00555	contig_1_pilon	607334	607993	+	660	18	31	18
LGFCPJMF_00556	contig_1_pilon	608079	609404	-	1326	226	314	265
LGFCPJMF_00557	contig_1_pilon	609799	610419	-	621	34	40	63
LGFCPJMF_00558	contig_1_pilon	610539	611027	+	489	18	21	56
LGFCPJMF_00559	contig_1_pilon	611128	612090	-	963	4	0	0
LGFCPJMF_00560	contig_1_pilon	612189	612770	+	582	1	6	6
LGFCPJMF_00561	contig_1_pilon	612993	613541	-	549	1	5	0
LGFCPJMF_00562	contig_1_pilon	614224	614601	-	378	14	19	26
LGFCPJMF_00563	contig_1_pilon	614783	615334	+	552	21	24	36
LGFCPJMF_00564	contig_1_pilon	615502	617139	-	1638	368	488	355
LGFCPJMF_00565	contig_1_pilon	617394	618098	+	705	5	28	42
LGFCPJMF_00566	contig_1_pilon	618365	619696	+	1332	16	19	95
LGFCPJMF_00567	contig_1_pilon	619918	621318	+	1401	4	9	0
LGFCPJMF_00568	contig_1_pilon	621460	624621	+	3162	43	13	2
LGFCPJMF_00569	contig_1_pilon	624618	625778	+	1161	4	4	1
LGFCPJMF_00570	contig_1_pilon	625869	627773	+	1905	2	0	1
LGFCPJMF_00571	contig_1_pilon	627775	629598	+	1824	0	0	0
LGFCPJMF_00572	contig_1_pilon	629595	632513	+	2919	0	0	0
LGFCPJMF_00573	contig_1_pilon	632650	634101	-	1452	2	2	0
LGFCPJMF_00574	contig_1_pilon	634245	634874	+	630	48	64	34
LGFCPJMF_00575	contig_1_pilon	634900	635076	-	177	0	2	0
LGFCPJMF_00576	contig_1_pilon	635168	635989	-	822	2	2	6
LGFCPJMF_00577	contig_1_pilon	635986	636687	-	702	2	2	0
LGFCPJMF_00578	contig_1_pilon	636818	637492	-	675	4	0	0
LGFCPJMF_00579	contig_1_pilon	637541	639262	-	1722	24	25	20
LGFCPJMF_00580	contig_1_pilon	639255	639566	-	312	9	19	0
LGFCPJMF_00581	contig_1_pilon	639584	639886	-	303	19	20	78
LGFCPJMF_00582	contig_1_pilon	640307	641287	+	981	0	4	0
LGFCPJMF_00583	contig_1_pilon	641346	641687	-	342	108	47	154
LGFCPJMF_00584	contig_1_pilon	641778	642089	-	312	167	207	372
LGFCPJMF_00585	contig_1_pilon	642405	643073	-	669	14	11	6
LGFCPJMF_00586	contig_1_pilon	643178	643822	-	645	54	55	50
LGFCPJMF_00587	contig_1_pilon	644206	644841	+	636	0	1	16
LGFCPJMF_00588	contig_1_pilon	644848	645153	+	306	0	0	0
LGFCPJMF_00589	contig_1_pilon	645842	646315	+	474	36	53	31
LGFCPJMF_00590	contig_1_pilon	646501	647073	+	573	240	301	230
LGFCPJMF_00591	contig_1_pilon	647857	648285	-	429	16	12	0
LGFCPJMF_00592	contig_1_pilon	648587	649471	+	885	43	51	116
LGFCPJMF_00593	contig_1_pilon	649481	649717	+	237	34	46	84
LGFCPJMF_00594	contig_1_pilon	649777	651018	-	1242	14	1	0
LGFCPJMF_00595	contig_1_pilon	651165	652358	+	1194	14	12	2
LGFCPJMF_00596	contig_1_pilon	652351	653661	+	1311	12	4	2
LGFCPJMF_00597	contig_1_pilon	653713	654399	+	687	0	0	0
LGFCPJMF_00598	contig_1_pilon	654519	655178	+	660	8	8	48
LGFCPJMF_00599	contig_1_pilon	655379	656638	+	1260	14	14	10
LGFCPJMF_00600	contig_1_pilon	656625	656789	-	165	0	0	0
LGFCPJMF_00601	contig_1_pilon	657102	657677	+	576	2	10	18
LGFCPJMF_00602	contig_1_pilon	657894	658811	+	918	4	4	0
LGFCPJMF_00603	contig_1_pilon	658818	661394	+	2577	2	0	0
LGFCPJMF_00604	contig_1_pilon	661480	662370	+	891	16	7	0
LGFCPJMF_00605	contig_1_pilon	662476	662904	+	429	10	16	6
LGFCPJMF_00606	contig_1_pilon	663084	664424	+	1341	166	131	197
LGFCPJMF_00607	contig_1_pilon	664421	665473	+	1053	80	44	180
LGFCPJMF_00608	contig_1_pilon	665581	666351	+	771	9	2	0
LGFCPJMF_00609	contig_1_pilon	666467	666871	-	405	68	104	56
LGFCPJMF_00610	contig_1_pilon	667223	669106	-	1884	66	99	50
LGFCPJMF_00611	contig_1_pilon	669387	670043	-	657	4	6	0
LGFCPJMF_00612	contig_1_pilon	670115	671032	+	918	4	4	0
LGFCPJMF_00613	contig_1_pilon	671077	672483	-	1407	483	893	704
LGFCPJMF_00614	contig_1_pilon	672875	673684	-	810	35	48	62
LGFCPJMF_00615	contig_1_pilon	673996	675429	+	1434	755	801	1198
LGFCPJMF_00616	contig_1_pilon	675442	676017	+	576	51	26	92
LGFCPJMF_00617	contig_1_pilon	676258	677871	+	1614	1173	1160	1821
LGFCPJMF_00618	contig_1_pilon	678186	678638	-	453	50	40	147
LGFCPJMF_00619	contig_1_pilon	678843	680000	+	1158	26	22	96
LGFCPJMF_00620	contig_1_pilon	680169	680852	+	684	122	122	174
LGFCPJMF_00621	contig_1_pilon	680840	680992	+	153	7	9	9
LGFCPJMF_00622	contig_1_pilon	681042	681410	-	369	86	125	70
LGFCPJMF_00623	contig_1_pilon	681535	682287	-	753	379	390	630
LGFCPJMF_00624	contig_1_pilon	682617	683504	-	888	30	25	92
LGFCPJMF_00625	contig_1_pilon	683715	684587	+	873	13	5	13
LGFCPJMF_00626	contig_1_pilon	684716	686332	+	1617	321	481	516
LGFCPJMF_00627	contig_1_pilon	686454	687845	+	1392	1157	1070	1947
LGFCPJMF_00628	contig_1_pilon	688005	689387	-	1383	46	17	38
LGFCPJMF_00629	contig_1_pilon	689464	690546	-	1083	4	0	8
LGFCPJMF_00630	contig_1_pilon	690733	692427	+	1695	353	332	157
LGFCPJMF_00631	contig_1_pilon	692442	693824	+	1383	65	45	42
LGFCPJMF_00632	contig_1_pilon	693843	694685	-	843	2	0	0
LGFCPJMF_00633	contig_1_pilon	694776	695273	-	498	10	0	22
LGFCPJMF_00634	contig_1_pilon	695368	695814	+	447	0	20	42
LGFCPJMF_00635	contig_1_pilon	695832	699017	-	3186	28	26	6
LGFCPJMF_00636	contig_1_pilon	699014	700180	-	1167	16	10	102
LGFCPJMF_00637	contig_1_pilon	700513	701421	-	909	2230	1906	3219
LGFCPJMF_00638	contig_1_pilon	701752	703047	+	1296	36	78	80
LGFCPJMF_00639	contig_1_pilon	703135	705126	-	1992	6	8	0
LGFCPJMF_00640	contig_1_pilon	705440	706843	+	1404	42	22	20
LGFCPJMF_00641	contig_1_pilon	707076	708620	+	1545	6	13	0
LGFCPJMF_00642	contig_1_pilon	708669	709670	+	1002	83	69	227
LGFCPJMF_00643	contig_1_pilon	709885	710133	+	249	360	352	419
LGFCPJMF_00644	contig_1_pilon	710213	710743	-	531	409	746	533
LGFCPJMF_00645	contig_1_pilon	711028	711693	+	666	75	125	141
LGFCPJMF_00646	contig_1_pilon	711841	711990	-	150	51	41	50
LGFCPJMF_00647	contig_1_pilon	712197	716426	-	4230	80	81	26
LGFCPJMF_00648	contig_1_pilon	716822	717493	-	672	326	605	520
LGFCPJMF_00649	contig_1_pilon	717730	718080	+	351	28	19	0
LGFCPJMF_00650	contig_1_pilon	718221	718430	-	210	0	1	0
LGFCPJMF_00651	contig_1_pilon	718541	718999	-	459	0	6	0
LGFCPJMF_00652	contig_1_pilon	719500	720384	-	885	10	2	0
LGFCPJMF_00653	contig_1_pilon	720474	721319	+	846	10	4	2
LGFCPJMF_00654	contig_1_pilon	721358	721762	+	405	10	8	20
LGFCPJMF_00655	contig_1_pilon	722298	722846	-	549	0	0	0
LGFCPJMF_00656	contig_1_pilon	723294	724478	-	1185	10	10	26
LGFCPJMF_00657	contig_1_pilon	724632	724775	-	144	0	1	0
LGFCPJMF_00658	contig_1_pilon	724796	724900	-	105	2	0	0
LGFCPJMF_00659	contig_1_pilon	724897	725094	-	198	4	4	0
LGFCPJMF_00660	contig_1_pilon	725467	725898	-	432	438	350	991
LGFCPJMF_00661	contig_1_pilon	726303	726974	+	672	16	24	12
LGFCPJMF_00662	contig_1_pilon	727106	729991	-	2886	270	265	488
LGFCPJMF_00663	contig_1_pilon	730213	731016	+	804	59	26	114
LGFCPJMF_00664	contig_1_pilon	731067	731378	+	312	29	26	9
LGFCPJMF_00665	contig_1_pilon	731392	732225	-	834	140	109	202
LGFCPJMF_00666	contig_1_pilon	732333	734633	-	2301	993	1074	1232
LGFCPJMF_00667	contig_1_pilon	734830	735699	+	870	51	24	113
LGFCPJMF_00668	contig_1_pilon	735840	736340	+	501	275	572	175
LGFCPJMF_00669	contig_1_pilon	736870	738588	-	1719	580	454	620
LGFCPJMF_00670	contig_1_pilon	738846	739538	+	693	78	42	80
LGFCPJMF_00671	contig_1_pilon	739637	740371	-	735	705	925	1112
LGFCPJMF_00672	contig_1_pilon	740510	741229	-	720	74	46	143
LGFCPJMF_00673	contig_1_pilon	741226	741882	-	657	30	36	132
LGFCPJMF_00674	contig_1_pilon	741879	743633	-	1755	109	95	202
LGFCPJMF_00675	contig_1_pilon	743635	747348	-	3714	151	114	335
LGFCPJMF_00676	contig_1_pilon	747472	749001	-	1530	57	42	167
LGFCPJMF_00677	contig_1_pilon	749082	750329	-	1248	165	57	243
LGFCPJMF_00678	contig_1_pilon	750497	751291	-	795	70	23	35
LGFCPJMF_00679	contig_1_pilon	751288	752049	-	762	67	22	49
LGFCPJMF_00680	contig_1_pilon	752046	753590	-	1545	201	119	380
LGFCPJMF_00681	contig_1_pilon	753592	757284	-	3693	511	362	697
LGFCPJMF_00682	contig_1_pilon	757437	758732	+	1296	28	39	18
LGFCPJMF_00683	contig_1_pilon	758710	759672	-	963	9	10	6
LGFCPJMF_00684	contig_1_pilon	759744	761657	-	1914	20	37	50
LGFCPJMF_00685	contig_1_pilon	761654	762847	-	1194	17	9	0
LGFCPJMF_00686	contig_1_pilon	762844	763176	-	333	0	2	0
LGFCPJMF_00687	contig_1_pilon	763173	766265	-	3093	12	4	0
LGFCPJMF_00688	contig_1_pilon	766262	767593	-	1332	1	4	0
LGFCPJMF_00689	contig_1_pilon	767590	767850	-	261	0	0	0
LGFCPJMF_00690	contig_1_pilon	767855	768766	-	912	8	6	0
LGFCPJMF_00691	contig_1_pilon	768763	769728	-	966	6	4	9
LGFCPJMF_00692	contig_1_pilon	769725	771083	-	1359	7	0	6
LGFCPJMF_00693	contig_1_pilon	771080	772111	-	1032	19	31	0
LGFCPJMF_00694	contig_1_pilon	772114	776889	-	4776	16	22	90
LGFCPJMF_00695	contig_1_pilon	776882	778798	-	1917	2	6	0
LGFCPJMF_00696	contig_1_pilon	778795	779919	-	1125	8	1	2
LGFCPJMF_00697	contig_1_pilon	779916	781166	-	1251	16	10	12
LGFCPJMF_00698	contig_1_pilon	781163	782437	-	1275	10	4	10
LGFCPJMF_00699	contig_1_pilon	782437	783894	-	1458	13	20	27
LGFCPJMF_00700	contig_1_pilon	784228	785319	+	1092	10	0	0
LGFCPJMF_00701	contig_1_pilon	785340	787517	-	2178	16	10	22
LGFCPJMF_00702	contig_1_pilon	787681	788982	+	1302	4	2	6
LGFCPJMF_00703	contig_1_pilon	788992	790719	-	1728	26	5	43
LGFCPJMF_00704	contig_1_pilon	790716	792047	-	1332	18	14	54
LGFCPJMF_00705	contig_1_pilon	792137	793477	-	1341	129	106	302
LGFCPJMF_00706	contig_1_pilon	793524	794030	-	507	116	64	125
LGFCPJMF_00707	contig_1_pilon	794182	794568	-	387	1031	697	2646
LGFCPJMF_00708	contig_1_pilon	794565	795677	-	1113	464	200	928
LGFCPJMF_00709	contig_1_pilon	795668	796597	-	930	590	513	913
LGFCPJMF_00710	contig_1_pilon	796594	799842	-	3249	3437	2807	6380
LGFCPJMF_00711	contig_1_pilon	800265	801743	+	1479	1382	938	1611
LGFCPJMF_00712	contig_1_pilon	801745	802290	+	546	415	362	859
LGFCPJMF_00713	contig_1_pilon	802324	802731	-	408	260	244	269
LGFCPJMF_00714	contig_1_pilon	802979	803170	+	192	3708	3233	3293
LGFCPJMF_00715	contig_1_pilon	803167	803964	+	798	2821	1532	6564
LGFCPJMF_00716	contig_1_pilon	803961	804896	+	936	3066	2191	6254
LGFCPJMF_00717	contig_1_pilon	804893	806002	+	1110	1263	699	2462
LGFCPJMF_00718	contig_1_pilon	806018	806638	-	621	14	6	37
LGFCPJMF_00719	contig_1_pilon	806917	808410	+	1494	196	235	220
LGFCPJMF_00720	contig_1_pilon	808444	808800	-	357	474	443	687
LGFCPJMF_00721	contig_1_pilon	809369	809689	+	321	237	256	361
LGFCPJMF_00722	contig_1_pilon	810249	810665	-	417	0	0	0
LGFCPJMF_00723	contig_1_pilon	810662	811240	-	579	0	4	0
LGFCPJMF_00724	contig_1_pilon	811480	812058	-	579	32	54	26
LGFCPJMF_00725	contig_1_pilon	812103	812675	-	573	22	14	20
LGFCPJMF_00726	contig_1_pilon	812832	813440	-	609	26	25	48
LGFCPJMF_00727	contig_1_pilon	813662	814879	+	1218	40	31	43
LGFCPJMF_00728	contig_1_pilon	814886	815854	-	969	32	25	4
LGFCPJMF_00729	contig_1_pilon	815967	816746	+	780	6	6	30
