# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "R7/featureCount_R7.txt" "R7/R7_rep1_rna_map.sorted.bam" "R7/R7_rep2_rna_map.sorted.bam" "R7/R7_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	R7/R7_rep1_rna_map.sorted.bam	R7/R7_rep2_rna_map.sorted.bam	R7/R7_rep3_rna_map.sorted.bam
PAOEAKHP_00362	contig_2_pilon	424652	425641	+	990	0	0	0
PAOEAKHP_00363	contig_2_pilon	425782	426549	+	768	4	0	2
PAOEAKHP_00364	contig_2_pilon	426710	427801	+	1092	4	8	0
PAOEAKHP_00365	contig_2_pilon	427936	429036	+	1101	4	0	0
PAOEAKHP_00366	contig_2_pilon	429638	431404	+	1767	2	4	4
PAOEAKHP_00367	contig_2_pilon	431556	431717	+	162	2	2	0
PAOEAKHP_00368	contig_2_pilon	431813	432463	+	651	3	0	6
PAOEAKHP_00369	contig_2_pilon	432500	433780	+	1281	0	2	16
PAOEAKHP_00370	contig_2_pilon	434405	435313	-	909	48	62	64
PAOEAKHP_00371	contig_2_pilon	435555	436439	+	885	0	0	0
PAOEAKHP_00372	contig_2_pilon	436436	436846	+	411	0	0	8
PAOEAKHP_00373	contig_2_pilon	436830	437303	+	474	0	0	8
PAOEAKHP_00374	contig_2_pilon	437300	438316	+	1017	6	0	0
PAOEAKHP_00375	contig_2_pilon	438313	439656	+	1344	0	4	5
PAOEAKHP_00376	contig_2_pilon	439684	440121	-	438	35	35	33
PAOEAKHP_00377	contig_2_pilon	440434	440859	+	426	0	0	4
PAOEAKHP_00378	contig_2_pilon	440865	441197	-	333	5	32	16
PAOEAKHP_00379	contig_2_pilon	441463	441984	-	522	41	52	79
PAOEAKHP_00380	contig_2_pilon	442066	443247	+	1182	6	9	12
PAOEAKHP_00381	contig_2_pilon	443293	443991	-	699	177	201	220
PAOEAKHP_00382	contig_2_pilon	444065	444940	+	876	0	2	6
PAOEAKHP_00383	contig_2_pilon	445056	445988	+	933	12	10	12
PAOEAKHP_00384	contig_2_pilon	445879	447153	-	1275	294	274	297
PAOEAKHP_00385	contig_2_pilon	447300	448247	+	948	4	4	8
PAOEAKHP_00386	contig_2_pilon	448491	449798	+	1308	0	2	2
PAOEAKHP_00387	contig_2_pilon	449886	450386	+	501	0	0	3
PAOEAKHP_00388	contig_2_pilon	450383	450877	+	495	10	0	2
PAOEAKHP_00389	contig_2_pilon	450859	452271	-	1413	309	334	317
PAOEAKHP_00390	contig_2_pilon	452361	453875	-	1515	395	377	448
PAOEAKHP_00391	contig_2_pilon	453872	456556	-	2685	1036	849	1052
PAOEAKHP_00392	contig_2_pilon	456730	457215	+	486	2	0	0
PAOEAKHP_00393	contig_2_pilon	457361	459634	+	2274	4	10	24
PAOEAKHP_00394	contig_2_pilon	459686	460159	-	474	77	102	85
PAOEAKHP_00395	contig_2_pilon	460260	460760	-	501	69	65	78
PAOEAKHP_00396	contig_2_pilon	460830	461117	-	288	120	142	136
PAOEAKHP_00397	contig_2_pilon	461295	461756	+	462	2	6	6
PAOEAKHP_00398	contig_2_pilon	461863	463269	+	1407	5	2	6
PAOEAKHP_00399	contig_2_pilon	463258	464070	-	813	115	215	210
PAOEAKHP_00400	contig_2_pilon	464473	464643	+	171	2	0	0
PAOEAKHP_00401	contig_2_pilon	464671	465096	-	426	35	40	52
PAOEAKHP_00402	contig_2_pilon	465248	466159	-	912	63	92	133
PAOEAKHP_00403	contig_2_pilon	466364	467080	-	717	53	100	134
PAOEAKHP_00404	contig_2_pilon	467233	467484	-	252	27	42	19
PAOEAKHP_00405	contig_2_pilon	467694	468317	-	624	102	86	113
PAOEAKHP_00406	contig_2_pilon	468407	469204	+	798	2	2	4
PAOEAKHP_00407	contig_2_pilon	469346	469777	-	432	67	93	96
PAOEAKHP_00408	contig_2_pilon	469844	470707	-	864	115	154	183
PAOEAKHP_00409	contig_2_pilon	470776	472041	-	1266	168	127	154
PAOEAKHP_00410	contig_2_pilon	472047	472964	-	918	111	104	86
PAOEAKHP_00411	contig_2_pilon	472961	473599	-	639	90	73	126
PAOEAKHP_00412	contig_2_pilon	473596	474582	-	987	103	143	97
PAOEAKHP_00413	contig_2_pilon	474597	475592	-	996	154	131	92
PAOEAKHP_00414	contig_2_pilon	475589	476680	-	1092	91	141	81
PAOEAKHP_00415	contig_2_pilon	476765	478411	-	1647	162	174	132
PAOEAKHP_00416	contig_2_pilon	478475	481240	-	2766	279	249	215
PAOEAKHP_00417	contig_2_pilon	481564	482967	+	1404	0	0	8
PAOEAKHP_00418	contig_2_pilon	483430	483675	+	246	2	2	0
PAOEAKHP_00419	contig_2_pilon	483709	484515	+	807	8	4	7
PAOEAKHP_00420	contig_2_pilon	484553	485401	+	849	4	5	4
PAOEAKHP_00421	contig_2_pilon	485522	486298	+	777	0	0	8
PAOEAKHP_00422	contig_2_pilon	486312	487316	-	1005	64	63	48
PAOEAKHP_00423	contig_2_pilon	487552	489909	-	2358	904	751	1028
PAOEAKHP_00424	contig_2_pilon	490126	490632	-	507	1283	1224	1227
PAOEAKHP_00425	contig_2_pilon	490728	491039	-	312	714	674	1171
PAOEAKHP_00426	contig_2_pilon	492563	492985	-	423	5	11	9
PAOEAKHP_00427	contig_2_pilon	494343	494879	+	537	0	1	0
PAOEAKHP_00428	contig_2_pilon	495062	495841	-	780	0	10	10
PAOEAKHP_00429	contig_2_pilon	495892	496335	+	444	0	0	0
PAOEAKHP_00430	contig_2_pilon	497115	498446	-	1332	12	25	34
PAOEAKHP_00431	contig_2_pilon	499163	499954	-	792	897	853	1313
PAOEAKHP_00432	contig_2_pilon	500246	501547	+	1302	46	14	97
PAOEAKHP_00433	contig_2_pilon	501959	502402	-	444	0	1	0
PAOEAKHP_00434	contig_2_pilon	502485	503225	+	741	146	156	179
PAOEAKHP_00435	contig_2_pilon	503222	504235	+	1014	94	82	139
PAOEAKHP_00436	contig_2_pilon	504289	504468	+	180	49	53	120
PAOEAKHP_00437	contig_2_pilon	504559	508176	+	3618	33	51	55
PAOEAKHP_00438	contig_2_pilon	508875	510308	+	1434	6	12	8
PAOEAKHP_00439	contig_2_pilon	510370	511104	+	735	4	2	0
PAOEAKHP_00440	contig_2_pilon	511177	511890	+	714	0	0	6
PAOEAKHP_00441	contig_2_pilon	512797	513186	+	390	0	0	0
PAOEAKHP_00442	contig_2_pilon	513950	514309	-	360	0	6	5
PAOEAKHP_00443	contig_2_pilon	514404	514679	-	276	4	14	18
PAOEAKHP_00444	contig_2_pilon	515265	515651	-	387	0	0	0
PAOEAKHP_00445	contig_2_pilon	515953	516630	+	678	14	10	14
PAOEAKHP_00446	contig_2_pilon	516682	517452	+	771	2	10	6
PAOEAKHP_00447	contig_2_pilon	518440	519672	+	1233	0	2	0
PAOEAKHP_00448	contig_2_pilon	519644	519886	-	243	0	0	0
PAOEAKHP_00449	contig_2_pilon	520410	521921	+	1512	0	0	2
PAOEAKHP_00451	contig_2_pilon	523273	523953	+	681	0	0	2
PAOEAKHP_00452	contig_2_pilon	524321	524656	-	336	0	0	0
PAOEAKHP_00453	contig_2_pilon	524829	525971	+	1143	0	2	4
PAOEAKHP_00454	contig_2_pilon	526462	527331	-	870	0	0	0
PAOEAKHP_00455	contig_2_pilon	527419	528159	+	741	0	0	0
PAOEAKHP_00456	contig_2_pilon	528356	529030	+	675	0	0	0
PAOEAKHP_00457	contig_2_pilon	529207	529824	+	618	4	2	11
PAOEAKHP_00458	contig_2_pilon	529803	530645	-	843	7	0	0
PAOEAKHP_00459	contig_2_pilon	530848	531606	+	759	27	14	14
PAOEAKHP_00460	contig_2_pilon	531800	533008	+	1209	2	1	12
PAOEAKHP_00461	contig_2_pilon	533165	534388	+	1224	73	57	83
PAOEAKHP_00462	contig_2_pilon	534781	535842	+	1062	2	4	6
PAOEAKHP_00463	contig_2_pilon	535916	537454	+	1539	8	7	6
PAOEAKHP_00464	contig_2_pilon	537526	538905	+	1380	0	0	0
PAOEAKHP_00465	contig_2_pilon	538898	540169	+	1272	0	4	0
PAOEAKHP_00466	contig_2_pilon	540524	540895	+	372	0	1	0
PAOEAKHP_00467	contig_2_pilon	541012	541158	-	147	4	0	2
PAOEAKHP_00468	contig_2_pilon	541194	541601	-	408	2	2	2
PAOEAKHP_00469	contig_2_pilon	542230	542460	+	231	4	0	0
PAOEAKHP_00470	contig_2_pilon	542713	543240	+	528	0	0	2
PAOEAKHP_00471	contig_2_pilon	544542	544748	-	207	0	2	0
PAOEAKHP_00472	contig_2_pilon	545485	546177	+	693	12	2	6
PAOEAKHP_00473	contig_2_pilon	546477	547799	+	1323	4	2	2
PAOEAKHP_00474	contig_2_pilon	547879	549399	+	1521	2	4	0
PAOEAKHP_00475	contig_2_pilon	549403	550725	+	1323	8	4	20
PAOEAKHP_00476	contig_2_pilon	550695	551657	-	963	176	236	160
PAOEAKHP_00477	contig_2_pilon	551845	552309	+	465	0	0	0
PAOEAKHP_00478	contig_2_pilon	552441	553073	-	633	161	158	133
PAOEAKHP_00479	contig_2_pilon	553354	553722	+	369	0	0	0
PAOEAKHP_00480	contig_2_pilon	553722	554651	+	930	138	95	156
PAOEAKHP_00481	contig_2_pilon	554927	555856	+	930	90	84	82
PAOEAKHP_00482	contig_2_pilon	556007	557047	-	1041	36	32	39
PAOEAKHP_00483	contig_2_pilon	557845	559272	+	1428	2	4	6
PAOEAKHP_00484	contig_2_pilon	559402	560055	+	654	0	7	4
PAOEAKHP_00485	contig_2_pilon	560109	560447	-	339	0	0	0
PAOEAKHP_00486	contig_2_pilon	560479	561426	-	948	2	2	12
PAOEAKHP_00487	contig_2_pilon	561426	562040	-	615	8	11	16
PAOEAKHP_00488	contig_2_pilon	562040	562888	-	849	7	15	5
PAOEAKHP_00489	contig_2_pilon	563533	564786	-	1254	166	104	104
PAOEAKHP_00490	contig_2_pilon	565186	565878	-	693	58	84	50
PAOEAKHP_00491	contig_2_pilon	566421	566630	+	210	0	0	0
PAOEAKHP_00492	contig_2_pilon	566620	567996	+	1377	12	1	8
PAOEAKHP_00493	contig_2_pilon	568040	569266	+	1227	21	12	20
PAOEAKHP_00494	contig_2_pilon	569310	569597	+	288	1	0	0
PAOEAKHP_00495	contig_2_pilon	570166	570474	-	309	31	8	15
PAOEAKHP_00496	contig_2_pilon	570538	570948	-	411	23	7	12
PAOEAKHP_00497	contig_2_pilon	570972	571277	+	306	0	0	2
PAOEAKHP_00498	contig_2_pilon	571611	572336	+	726	6	10	5
PAOEAKHP_00499	contig_2_pilon	572487	573188	+	702	0	0	0
PAOEAKHP_00500	contig_2_pilon	573548	573985	-	438	360	283	322
PAOEAKHP_00501	contig_2_pilon	574041	574436	-	396	211	139	157
PAOEAKHP_00502	contig_2_pilon	574536	574967	-	432	5	0	8
PAOEAKHP_00503	contig_2_pilon	575096	575653	+	558	22	7	22
PAOEAKHP_00504	contig_2_pilon	575923	576204	+	282	312	298	340
PAOEAKHP_00505	contig_2_pilon	576238	576381	+	144	192	189	151
PAOEAKHP_00506	contig_2_pilon	576540	576725	-	186	4	3	3
PAOEAKHP_00507	contig_2_pilon	577093	577455	-	363	26	12	14
PAOEAKHP_00508	contig_2_pilon	577513	577854	-	342	2	2	1
PAOEAKHP_00509	contig_2_pilon	578539	578883	-	345	1	3	0
PAOEAKHP_00510	contig_2_pilon	579020	579829	+	810	42	37	61
PAOEAKHP_00511	contig_2_pilon	579934	580149	-	216	394	260	437
PAOEAKHP_00512	contig_2_pilon	580238	580480	-	243	558	427	628
PAOEAKHP_00513	contig_2_pilon	580763	582889	-	2127	26	24	15
PAOEAKHP_00514	contig_2_pilon	582905	583174	-	270	1	5	19
PAOEAKHP_00515	contig_2_pilon	583687	584358	+	672	75	110	100
PAOEAKHP_00516	contig_2_pilon	584352	585479	+	1128	41	52	48
PAOEAKHP_00517	contig_2_pilon	585842	586015	+	174	0	1	1
PAOEAKHP_00518	contig_2_pilon	586263	587765	-	1503	451	400	510
PAOEAKHP_00519	contig_2_pilon	588953	589732	+	780	232	185	158
PAOEAKHP_00520	contig_2_pilon	590282	591085	-	804	48	88	92
PAOEAKHP_00521	contig_2_pilon	591082	591753	-	672	149	136	162
PAOEAKHP_00522	contig_2_pilon	591997	592572	+	576	109	133	126
PAOEAKHP_00523	contig_2_pilon	593291	595117	+	1827	63	50	57
PAOEAKHP_00524	contig_2_pilon	595153	597078	+	1926	95	78	89
PAOEAKHP_00525	contig_2_pilon	597049	598221	-	1173	413	492	428
PAOEAKHP_00526	contig_2_pilon	598942	599838	+	897	24	7	32
PAOEAKHP_00527	contig_2_pilon	599681	600988	-	1308	557	784	753
PAOEAKHP_00528	contig_2_pilon	601082	603205	-	2124	222	310	346
PAOEAKHP_00529	contig_2_pilon	603202	603711	-	510	0	2	2
PAOEAKHP_00530	contig_2_pilon	604214	604726	+	513	5	4	20
PAOEAKHP_00531	contig_2_pilon	604723	606036	+	1314	66	62	58
PAOEAKHP_00532	contig_2_pilon	606254	607309	+	1056	16	14	18
PAOEAKHP_00533	contig_2_pilon	607406	607597	-	192	61	72	60
PAOEAKHP_00534	contig_2_pilon	607952	609688	+	1737	1712	1683	2076
PAOEAKHP_00535	contig_2_pilon	609770	611089	+	1320	914	906	1185
PAOEAKHP_00536	contig_2_pilon	611151	611444	+	294	206	272	420
PAOEAKHP_00537	contig_2_pilon	611441	612412	+	972	760	840	958
PAOEAKHP_00538	contig_2_pilon	612535	612867	+	333	354	314	375
PAOEAKHP_00539	contig_2_pilon	612884	614095	-	1212	18	4	22
PAOEAKHP_00540	contig_2_pilon	614463	615461	+	999	318	264	418
PAOEAKHP_00541	contig_2_pilon	615542	616255	+	714	75	77	102
PAOEAKHP_00542	contig_2_pilon	616650	618071	+	1422	184	180	220
PAOEAKHP_00543	contig_2_pilon	618047	619063	-	1017	0	2	0
PAOEAKHP_00544	contig_2_pilon	619101	620216	-	1116	17	18	26
PAOEAKHP_00545	contig_2_pilon	620245	620778	-	534	21	19	18
PAOEAKHP_00546	contig_2_pilon	621026	621442	+	417	0	0	1
PAOEAKHP_00547	contig_2_pilon	621598	622272	-	675	21	24	24
PAOEAKHP_00548	contig_2_pilon	622466	623653	-	1188	86	77	32
PAOEAKHP_00549	contig_2_pilon	623650	624699	-	1050	4	1	5
PAOEAKHP_00550	contig_2_pilon	624731	625705	-	975	0	2	0
PAOEAKHP_00551	contig_2_pilon	625783	626286	-	504	0	0	0
PAOEAKHP_00552	contig_2_pilon	626399	627856	-	1458	4	2	0
PAOEAKHP_00553	contig_2_pilon	627925	629232	-	1308	78	60	104
PAOEAKHP_00554	contig_2_pilon	629759	631117	+	1359	126	77	100
PAOEAKHP_00555	contig_2_pilon	631463	632710	+	1248	128	57	174
PAOEAKHP_00556	contig_2_pilon	632787	633890	-	1104	15	19	43
PAOEAKHP_00557	contig_2_pilon	634000	634767	-	768	29	5	31
PAOEAKHP_00558	contig_2_pilon	634780	635508	-	729	14	2	6
PAOEAKHP_00559	contig_2_pilon	635531	636619	-	1089	41	4	8
PAOEAKHP_00560	contig_2_pilon	636817	637971	-	1155	26	12	16
PAOEAKHP_00561	contig_2_pilon	638148	638534	+	387	119	77	115
PAOEAKHP_00562	contig_2_pilon	638646	638819	-	174	3	2	2
PAOEAKHP_00563	contig_2_pilon	639037	640089	+	1053	75	81	120
PAOEAKHP_00564	contig_2_pilon	640372	641439	+	1068	70	30	108
PAOEAKHP_00565	contig_2_pilon	641522	642421	+	900	18	18	48
PAOEAKHP_00566	contig_2_pilon	642437	643072	+	636	10	12	62
PAOEAKHP_00567	contig_2_pilon	643069	643917	+	849	1418	1293	1303
PAOEAKHP_00568	contig_2_pilon	643914	645860	-	1947	67	20	78
PAOEAKHP_00569	contig_2_pilon	646028	646399	-	372	4	0	2
PAOEAKHP_00570	contig_2_pilon	646402	646803	-	402	2	8	21
PAOEAKHP_00571	contig_2_pilon	646879	647343	-	465	3	8	28
PAOEAKHP_00572	contig_2_pilon	647340	649760	-	2421	335	228	396
PAOEAKHP_00573	contig_2_pilon	649781	650539	-	759	189	265	365
PAOEAKHP_00574	contig_2_pilon	650636	653530	+	2895	1565	1510	1604
PAOEAKHP_00575	contig_2_pilon	653634	653978	+	345	506	445	364
PAOEAKHP_00576	contig_2_pilon	653978	654934	+	957	1816	1516	1831
PAOEAKHP_00577	contig_2_pilon	654931	655605	+	675	636	559	544
PAOEAKHP_00578	contig_2_pilon	655822	656760	+	939	516	411	469
PAOEAKHP_00579	contig_2_pilon	656793	657791	-	999	3151	3082	4048
PAOEAKHP_00580	contig_2_pilon	657788	663394	-	5607	4313	4451	4609
PAOEAKHP_00581	contig_2_pilon	663431	669643	-	6213	8611	7425	8219
PAOEAKHP_00582	contig_2_pilon	669768	670676	-	909	81	73	70
PAOEAKHP_00583	contig_2_pilon	670869	671696	+	828	6	8	9
PAOEAKHP_00584	contig_2_pilon	671762	673711	-	1950	19	20	11
PAOEAKHP_00585	contig_2_pilon	673944	674282	+	339	0	2	0
PAOEAKHP_00586	contig_2_pilon	674329	674487	-	159	4	2	3
PAOEAKHP_00587	contig_2_pilon	674589	674816	-	228	36	30	85
PAOEAKHP_00588	contig_2_pilon	675012	675806	+	795	6	5	5
PAOEAKHP_00589	contig_2_pilon	675893	677332	+	1440	148	127	110
PAOEAKHP_00590	contig_2_pilon	678293	678601	+	309	10	6	7
PAOEAKHP_00591	contig_2_pilon	678927	679688	+	762	0	0	0
PAOEAKHP_00592	contig_2_pilon	679869	681278	+	1410	2	4	0
PAOEAKHP_00593	contig_2_pilon	681259	682257	+	999	0	2	0
PAOEAKHP_00594	contig_2_pilon	682254	683120	+	867	0	0	0
PAOEAKHP_00595	contig_2_pilon	683117	684109	+	993	1	2	6
PAOEAKHP_00596	contig_2_pilon	684225	684905	+	681	0	0	4
PAOEAKHP_00597	contig_2_pilon	685051	685569	+	519	9	0	10
PAOEAKHP_00598	contig_2_pilon	685566	686561	+	996	0	0	0
PAOEAKHP_00599	contig_2_pilon	686558	687877	+	1320	2	0	0
PAOEAKHP_00600	contig_2_pilon	687936	688958	+	1023	418	346	277
PAOEAKHP_00601	contig_2_pilon	688955	689827	+	873	117	84	129
PAOEAKHP_00602	contig_2_pilon	689842	690465	-	624	77	74	75
PAOEAKHP_00603	contig_2_pilon	690597	690851	-	255	105	118	149
PAOEAKHP_00604	contig_2_pilon	690903	692183	-	1281	181	184	200
PAOEAKHP_00605	contig_2_pilon	692180	693316	-	1137	12	8	24
PAOEAKHP_00606	contig_2_pilon	693313	697167	-	3855	658	687	877
PAOEAKHP_00607	contig_2_pilon	697289	697624	+	336	2	2	4
PAOEAKHP_00608	contig_2_pilon	697902	698162	+	261	0	3	0
PAOEAKHP_00609	contig_2_pilon	698272	700284	-	2013	133	108	139
PAOEAKHP_00611	contig_2_pilon	704891	706819	-	1929	118	161	147
PAOEAKHP_00612	contig_2_pilon	706816	707718	-	903	42	45	31
PAOEAKHP_00613	contig_2_pilon	707720	708565	-	846	14	5	14
PAOEAKHP_00614	contig_2_pilon	709160	710353	+	1194	45	35	49
PAOEAKHP_00615	contig_2_pilon	710445	710996	-	552	1144	1307	1262
PAOEAKHP_00616	contig_2_pilon	711409	712233	-	825	466	520	473
PAOEAKHP_00617	contig_2_pilon	712475	716719	-	4245	588	568	678
PAOEAKHP_00618	contig_2_pilon	716723	720364	-	3642	141	143	140
PAOEAKHP_00619	contig_2_pilon	720490	721995	-	1506	872	941	1121
PAOEAKHP_00620	contig_2_pilon	722017	722931	-	915	14	6	5
PAOEAKHP_00621	contig_2_pilon	723100	725910	+	2811	438	494	399
PAOEAKHP_00622	contig_2_pilon	726061	726819	-	759	12	4	14
PAOEAKHP_00623	contig_2_pilon	726895	727473	-	579	5	4	6
PAOEAKHP_00624	contig_2_pilon	727638	728738	-	1101	22	22	36
PAOEAKHP_00625	contig_2_pilon	728969	729664	-	696	0	6	2
PAOEAKHP_00627	contig_2_pilon	734425	734859	-	435	5	24	24
PAOEAKHP_00628	contig_2_pilon	734977	735966	+	990	532	439	528
PAOEAKHP_00629	contig_2_pilon	736030	736539	+	510	48	63	51
PAOEAKHP_00630	contig_2_pilon	736646	737587	+	942	77	64	110
PAOEAKHP_00631	contig_2_pilon	737593	741744	-	4152	263	274	242
PAOEAKHP_00632	contig_2_pilon	742071	743027	-	957	264	303	263
PAOEAKHP_00633	contig_2_pilon	743274	744251	+	978	18	21	30
PAOEAKHP_00634	contig_2_pilon	744372	745778	+	1407	22	18	21
PAOEAKHP_00635	contig_2_pilon	745751	746578	-	828	50	41	32
PAOEAKHP_00636	contig_2_pilon	747036	747227	+	192	0	0	0
PAOEAKHP_00637	contig_2_pilon	747224	747451	+	228	1	2	1
PAOEAKHP_00638	contig_2_pilon	747779	749431	+	1653	69	48	87
PAOEAKHP_00639	contig_2_pilon	749449	750741	-	1293	208	193	202
PAOEAKHP_00640	contig_2_pilon	750785	751600	-	816	79	68	26
PAOEAKHP_00641	contig_2_pilon	751584	752216	-	633	51	61	56
PAOEAKHP_00642	contig_2_pilon	752322	752627	-	306	6	1	22
PAOEAKHP_00643	contig_2_pilon	752770	753393	+	624	97	106	154
PAOEAKHP_00644	contig_2_pilon	753505	754398	-	894	64	42	71
PAOEAKHP_00645	contig_2_pilon	754425	755270	-	846	128	128	177
PAOEAKHP_00646	contig_2_pilon	755343	757121	-	1779	89	89	72
PAOEAKHP_00647	contig_2_pilon	757464	758216	+	753	14	11	8
PAOEAKHP_00648	contig_2_pilon	758241	758801	-	561	13	10	23
PAOEAKHP_00649	contig_2_pilon	758934	759713	+	780	0	4	2
PAOEAKHP_00650	contig_2_pilon	759865	760062	+	198	0	2	0
PAOEAKHP_00651	contig_2_pilon	760135	760605	-	471	36	23	22
PAOEAKHP_00652	contig_2_pilon	760665	761894	-	1230	647	741	779
PAOEAKHP_00653	contig_2_pilon	762065	762805	+	741	32	38	51
PAOEAKHP_00654	contig_2_pilon	762857	763414	-	558	0	4	6
PAOEAKHP_00655	contig_2_pilon	763626	764864	+	1239	7	16	8
PAOEAKHP_00656	contig_2_pilon	764902	765630	+	729	10	2	11
PAOEAKHP_00657	contig_2_pilon	765820	766845	+	1026	157	181	109
PAOEAKHP_00658	contig_2_pilon	766989	767954	+	966	228	203	254
PAOEAKHP_00659	contig_2_pilon	768076	768234	+	159	15	28	19
PAOEAKHP_00660	contig_2_pilon	768296	768730	+	435	33	52	104
PAOEAKHP_00661	contig_2_pilon	768763	769347	-	585	92	89	105
PAOEAKHP_00662	contig_2_pilon	769558	770130	-	573	100	118	111
PAOEAKHP_00663	contig_2_pilon	770493	771974	+	1482	56	29	69
PAOEAKHP_00664	contig_2_pilon	771977	772819	+	843	3	0	10
PAOEAKHP_00665	contig_2_pilon	772961	773668	+	708	0	2	6
PAOEAKHP_00666	contig_2_pilon	773740	775179	-	1440	14	14	14
PAOEAKHP_00667	contig_2_pilon	775176	776123	-	948	47	55	54
PAOEAKHP_00668	contig_2_pilon	776619	778232	-	1614	33	54	62
PAOEAKHP_00669	contig_2_pilon	778332	779228	-	897	2	4	8
PAOEAKHP_00670	contig_2_pilon	779225	780106	-	882	22	13	12
PAOEAKHP_00671	contig_2_pilon	780160	781500	-	1341	38	41	78
PAOEAKHP_00672	contig_2_pilon	781541	782374	-	834	32	7	35
PAOEAKHP_00673	contig_2_pilon	782457	783485	-	1029	2	2	1
PAOEAKHP_00674	contig_2_pilon	783644	784720	+	1077	466	382	389
PAOEAKHP_00675	contig_2_pilon	784783	785949	+	1167	84	96	84
PAOEAKHP_00676	contig_2_pilon	786065	786379	-	315	38	54	48
PAOEAKHP_00677	contig_2_pilon	786554	787738	-	1185	85	56	70
PAOEAKHP_00678	contig_2_pilon	788241	789104	+	864	76	44	105
PAOEAKHP_00679	contig_2_pilon	789273	789611	+	339	9	3	5
PAOEAKHP_00680	contig_2_pilon	789660	790466	-	807	6	0	0
PAOEAKHP_00681	contig_2_pilon	790505	791557	-	1053	0	0	0
PAOEAKHP_00682	contig_2_pilon	791942	794224	+	2283	24	34	23
PAOEAKHP_00683	contig_2_pilon	794326	794637	-	312	0	0	2
PAOEAKHP_00684	contig_2_pilon	794944	795855	+	912	21	25	29
PAOEAKHP_00685	contig_2_pilon	795939	796838	-	900	167	143	214
PAOEAKHP_00686	contig_2_pilon	797092	799278	+	2187	38	51	65
PAOEAKHP_00687	contig_2_pilon	799734	800714	+	981	0	0	2
PAOEAKHP_00688	contig_2_pilon	800731	801732	+	1002	2	15	0
PAOEAKHP_00689	contig_2_pilon	801726	803600	+	1875	18	19	27
PAOEAKHP_00690	contig_2_pilon	803600	804814	+	1215	8	0	2
PAOEAKHP_00691	contig_2_pilon	804811	806151	+	1341	73	93	129
PAOEAKHP_00692	contig_2_pilon	806296	807504	+	1209	92	42	85
PAOEAKHP_00693	contig_2_pilon	807539	808138	-	600	5	6	4
PAOEAKHP_00694	contig_2_pilon	808228	808749	+	522	2	5	4
PAOEAKHP_00695	contig_2_pilon	808761	809669	+	909	17	11	4
PAOEAKHP_00696	contig_2_pilon	809765	810307	+	543	4	10	4
PAOEAKHP_00697	contig_2_pilon	810660	811163	-	504	21	5	18
PAOEAKHP_00698	contig_2_pilon	811422	812747	-	1326	14	21	63
PAOEAKHP_00699	contig_2_pilon	812967	813665	-	699	6	24	4
PAOEAKHP_00700	contig_2_pilon	813797	814702	+	906	0	0	0
PAOEAKHP_00701	contig_2_pilon	814745	815173	-	429	2	0	5
PAOEAKHP_00702	contig_2_pilon	815370	816026	-	657	0	0	4
PAOEAKHP_00703	contig_2_pilon	816201	817325	-	1125	4	12	1
PAOEAKHP_00704	contig_2_pilon	818074	819636	+	1563	0	2	5
PAOEAKHP_00705	contig_2_pilon	820233	822551	+	2319	14	2	2
PAOEAKHP_00706	contig_2_pilon	822858	823565	+	708	4	1	0
PAOEAKHP_00707	contig_2_pilon	823736	826669	-	2934	818	827	1025
PAOEAKHP_00708	contig_2_pilon	827706	829106	+	1401	4	0	1
PAOEAKHP_00709	contig_2_pilon	829171	830187	+	1017	0	0	6
PAOEAKHP_00710	contig_2_pilon	830214	831479	+	1266	0	0	0
PAOEAKHP_00711	contig_2_pilon	831549	832907	+	1359	0	4	12
PAOEAKHP_00712	contig_2_pilon	832998	833930	+	933	0	0	0
PAOEAKHP_00713	contig_2_pilon	833927	835075	+	1149	0	2	4
PAOEAKHP_00714	contig_2_pilon	835075	835899	+	825	0	4	4
PAOEAKHP_00715	contig_2_pilon	836021	836680	+	660	0	0	2
PAOEAKHP_00716	contig_2_pilon	836766	838091	-	1326	0	0	2
PAOEAKHP_00717	contig_2_pilon	838486	839106	-	621	0	3	4
PAOEAKHP_00718	contig_2_pilon	839226	839714	+	489	0	0	4
PAOEAKHP_00719	contig_2_pilon	839815	840777	-	963	0	0	0
PAOEAKHP_00720	contig_2_pilon	840876	841457	+	582	0	0	0
PAOEAKHP_00721	contig_2_pilon	841680	842228	-	549	8	0	0
PAOEAKHP_00722	contig_2_pilon	842911	843288	-	378	8	11	29
PAOEAKHP_00723	contig_2_pilon	843470	844021	+	552	117	81	100
PAOEAKHP_00724	contig_2_pilon	844189	845826	-	1638	337	256	295
PAOEAKHP_00725	contig_2_pilon	846081	846785	+	705	18	2	3
PAOEAKHP_00726	contig_2_pilon	847052	848383	+	1332	20	11	18
PAOEAKHP_00727	contig_2_pilon	848605	850005	+	1401	20	11	20
PAOEAKHP_00728	contig_2_pilon	850147	853308	+	3162	2502	2410	3077
PAOEAKHP_00729	contig_2_pilon	853305	854465	+	1161	1197	1211	1339
PAOEAKHP_00730	contig_2_pilon	854556	856460	+	1905	2308	2109	2038
