# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/HP126.gff" "-t" "CDS" "-g" "ID" "-o" "HP126/featureCount_HP126.txt" "HP126/HP126_rep1_rna_map.sorted.bam" "HP126/HP126_rep2_rna_map.sorted.bam" "HP126/HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126/HP126_rep1_rna_map.sorted.bam	HP126/HP126_rep2_rna_map.sorted.bam	HP126/HP126_rep3_rna_map.sorted.bam
GIOHHFHI_00361	contig_1_pilon	366086	366271	-	186	2	6	2
GIOHHFHI_00362	contig_1_pilon	366639	367001	-	363	18	12	5
GIOHHFHI_00363	contig_1_pilon	367059	367400	-	342	72	65	89
GIOHHFHI_00364	contig_1_pilon	368085	368429	-	345	50	12	49
GIOHHFHI_00365	contig_1_pilon	368566	369375	+	810	19	10	44
GIOHHFHI_00366	contig_1_pilon	369480	369695	-	216	0	0	0
GIOHHFHI_00367	contig_1_pilon	369784	370026	-	243	0	4	0
GIOHHFHI_00368	contig_1_pilon	370309	372435	-	2127	0	4	4
GIOHHFHI_00369	contig_1_pilon	372451	372720	-	270	0	0	0
GIOHHFHI_00370	contig_1_pilon	373233	373904	+	672	33	25	33
GIOHHFHI_00371	contig_1_pilon	373898	375025	+	1128	32	65	61
GIOHHFHI_00372	contig_1_pilon	375388	375561	+	174	0	0	0
GIOHHFHI_00373	contig_1_pilon	375809	377311	-	1503	30	48	37
GIOHHFHI_00374	contig_1_pilon	378499	379278	+	780	48	18	28
GIOHHFHI_00375	contig_1_pilon	379828	380631	-	804	0	2	2
GIOHHFHI_00376	contig_1_pilon	380628	381299	-	672	4	22	4
GIOHHFHI_00377	contig_1_pilon	381543	382118	+	576	4	0	2
GIOHHFHI_00378	contig_1_pilon	382837	384663	+	1827	1515	1788	1909
GIOHHFHI_00379	contig_1_pilon	384699	386624	+	1926	417	598	742
GIOHHFHI_00380	contig_1_pilon	386595	387767	-	1173	10	4	4
GIOHHFHI_00381	contig_1_pilon	388488	389384	+	897	20	7	8
GIOHHFHI_00382	contig_1_pilon	389227	390534	-	1308	38	38	21
GIOHHFHI_00383	contig_1_pilon	390628	392751	-	2124	6	6	5
GIOHHFHI_00384	contig_1_pilon	392748	393257	-	510	5	4	10
GIOHHFHI_00385	contig_1_pilon	393760	394272	+	513	2	0	0
GIOHHFHI_00386	contig_1_pilon	394269	395582	+	1314	0	0	0
GIOHHFHI_00387	contig_1_pilon	395800	396855	+	1056	35	37	49
GIOHHFHI_00388	contig_1_pilon	396952	397143	-	192	225	205	135
GIOHHFHI_00389	contig_1_pilon	397498	399234	+	1737	2766	2741	2512
GIOHHFHI_00390	contig_1_pilon	399316	400635	+	1320	285	326	437
GIOHHFHI_00391	contig_1_pilon	400697	400990	+	294	49	35	55
GIOHHFHI_00392	contig_1_pilon	400987	401958	+	972	82	95	142
GIOHHFHI_00393	contig_1_pilon	402081	402413	+	333	2522	2302	2092
GIOHHFHI_00394	contig_1_pilon	402430	403641	-	1212	31	36	23
GIOHHFHI_00395	contig_1_pilon	404009	405007	+	999	61	34	72
GIOHHFHI_00396	contig_1_pilon	405088	405801	+	714	26	22	48
GIOHHFHI_00397	contig_1_pilon	406196	407617	+	1422	159	297	438
GIOHHFHI_00398	contig_1_pilon	407593	408609	-	1017	36	53	58
GIOHHFHI_00399	contig_1_pilon	408647	409762	-	1116	0	2	0
GIOHHFHI_00400	contig_1_pilon	409791	410324	-	534	10	12	0
GIOHHFHI_00401	contig_1_pilon	410572	410988	+	417	148	123	110
GIOHHFHI_00402	contig_1_pilon	411144	411818	-	675	1084	1322	1146
GIOHHFHI_00403	contig_1_pilon	412012	413199	-	1188	30	18	22
GIOHHFHI_00404	contig_1_pilon	413196	414245	-	1050	65	69	66
GIOHHFHI_00405	contig_1_pilon	414277	415251	-	975	109	93	104
GIOHHFHI_00406	contig_1_pilon	415329	415832	-	504	30	32	49
GIOHHFHI_00407	contig_1_pilon	415945	417402	-	1458	6	4	8
GIOHHFHI_00408	contig_1_pilon	417407	418783	-	1377	37	29	30
GIOHHFHI_00409	contig_1_pilon	419310	420668	+	1359	4	8	4
GIOHHFHI_00410	contig_1_pilon	421015	422262	+	1248	15	8	27
GIOHHFHI_00411	contig_1_pilon	422339	423442	-	1104	7	2	19
GIOHHFHI_00412	contig_1_pilon	423552	424319	-	768	43	23	28
GIOHHFHI_00413	contig_1_pilon	424332	425060	-	729	94	95	123
GIOHHFHI_00414	contig_1_pilon	425083	426171	-	1089	44	50	58
GIOHHFHI_00415	contig_1_pilon	426369	427454	-	1086	96	164	120
GIOHHFHI_00416	contig_1_pilon	427700	428086	+	387	38	46	56
GIOHHFHI_00417	contig_1_pilon	428198	428371	-	174	1746	1197	796
GIOHHFHI_00418	contig_1_pilon	428589	429641	+	1053	128	143	108
GIOHHFHI_00419	contig_1_pilon	429924	430991	+	1068	515	644	745
GIOHHFHI_00420	contig_1_pilon	431074	431973	+	900	1243	1133	1199
GIOHHFHI_00421	contig_1_pilon	431989	432624	+	636	246	215	305
GIOHHFHI_00422	contig_1_pilon	432621	433469	+	849	78	79	109
GIOHHFHI_00423	contig_1_pilon	433466	435412	-	1947	32	47	36
GIOHHFHI_00424	contig_1_pilon	435580	435951	-	372	0	0	0
GIOHHFHI_00425	contig_1_pilon	435954	436355	-	402	0	0	6
GIOHHFHI_00426	contig_1_pilon	436431	436895	-	465	0	0	0
GIOHHFHI_00427	contig_1_pilon	436892	439312	-	2421	0	4	4
GIOHHFHI_00428	contig_1_pilon	439333	440091	-	759	4	2	14
GIOHHFHI_00429	contig_1_pilon	440188	443082	+	2895	4	28	4
GIOHHFHI_00430	contig_1_pilon	443186	443530	+	345	0	0	0
GIOHHFHI_00431	contig_1_pilon	443530	444486	+	957	4	0	3
GIOHHFHI_00432	contig_1_pilon	444483	445157	+	675	0	0	6
GIOHHFHI_00433	contig_1_pilon	445374	446312	+	939	55	75	37
GIOHHFHI_00434	contig_1_pilon	446345	447343	-	999	2	4	2
GIOHHFHI_00435	contig_1_pilon	447340	452946	-	5607	4	10	3
GIOHHFHI_00436	contig_1_pilon	452983	459195	-	6213	8	60	36
GIOHHFHI_00437	contig_1_pilon	459320	460228	-	909	0	0	0
GIOHHFHI_00438	contig_1_pilon	460421	461248	+	828	4	2	1
GIOHHFHI_00439	contig_1_pilon	461314	463263	-	1950	8	5	0
GIOHHFHI_00440	contig_1_pilon	463496	463834	+	339	8	7	4
GIOHHFHI_00441	contig_1_pilon	463881	464039	-	159	58	62	46
GIOHHFHI_00442	contig_1_pilon	464141	464368	-	228	331	285	263
GIOHHFHI_00443	contig_1_pilon	464564	465358	+	795	218	224	172
GIOHHFHI_00444	contig_1_pilon	465445	466884	+	1440	184	156	201
GIOHHFHI_00445	contig_1_pilon	467845	468153	+	309	21	10	29
GIOHHFHI_00446	contig_1_pilon	468479	469240	+	762	406	511	363
GIOHHFHI_00447	contig_1_pilon	469421	470830	+	1410	80	114	140
GIOHHFHI_00448	contig_1_pilon	470811	471809	+	999	65	37	98
GIOHHFHI_00449	contig_1_pilon	471806	472672	+	867	65	72	63
GIOHHFHI_00450	contig_1_pilon	472669	473661	+	993	65	118	111
GIOHHFHI_00451	contig_1_pilon	473777	474457	+	681	54	39	59
GIOHHFHI_00452	contig_1_pilon	474603	475121	+	519	36	38	55
GIOHHFHI_00453	contig_1_pilon	475118	476113	+	996	12	19	21
GIOHHFHI_00454	contig_1_pilon	476110	477429	+	1320	20	10	14
GIOHHFHI_00455	contig_1_pilon	477488	478510	+	1023	10	20	28
GIOHHFHI_00456	contig_1_pilon	478507	479379	+	873	8	9	7
GIOHHFHI_00457	contig_1_pilon	479394	480017	-	624	252	188	234
GIOHHFHI_00458	contig_1_pilon	480149	480403	-	255	2	1	0
GIOHHFHI_00459	contig_1_pilon	480455	481735	-	1281	18	9	10
GIOHHFHI_00460	contig_1_pilon	481732	482868	-	1137	4	8	13
GIOHHFHI_00461	contig_1_pilon	482865	486719	-	3855	32	22	26
GIOHHFHI_00462	contig_1_pilon	486841	487176	+	336	34	20	29
GIOHHFHI_00463	contig_1_pilon	487454	487714	+	261	23496	23575	26722
GIOHHFHI_00464	contig_1_pilon	487824	489836	-	2013	12	34	34
GIOHHFHI_00466	contig_1_pilon	494443	496371	-	1929	0	4	2
GIOHHFHI_00467	contig_1_pilon	496368	497270	-	903	4	2	2
GIOHHFHI_00468	contig_1_pilon	497272	498117	-	846	0	1	0
GIOHHFHI_00469	contig_1_pilon	498712	499905	+	1194	10	20	4
GIOHHFHI_00470	contig_1_pilon	499997	500548	-	552	136	106	108
GIOHHFHI_00471	contig_1_pilon	500961	501785	-	825	80	58	81
GIOHHFHI_00472	contig_1_pilon	502027	506271	-	4245	14	42	41
GIOHHFHI_00473	contig_1_pilon	506275	509916	-	3642	34	50	48
GIOHHFHI_00474	contig_1_pilon	510042	511547	-	1506	0	0	4
GIOHHFHI_00475	contig_1_pilon	511569	512483	-	915	1	0	2
GIOHHFHI_00476	contig_1_pilon	512652	515462	+	2811	37	54	46
GIOHHFHI_00477	contig_1_pilon	515613	516371	-	759	2	0	0
GIOHHFHI_00478	contig_1_pilon	516447	517025	-	579	9	6	30
GIOHHFHI_00479	contig_1_pilon	517190	518290	-	1101	113	141	90
GIOHHFHI_00480	contig_1_pilon	518521	519216	-	696	8	16	11
GIOHHFHI_00482	contig_1_pilon	523977	524411	-	435	4	10	10
GIOHHFHI_00483	contig_1_pilon	524529	525518	+	990	18	21	26
GIOHHFHI_00484	contig_1_pilon	525582	526091	+	510	46	45	77
GIOHHFHI_00485	contig_1_pilon	526198	527139	+	942	24	10	48
GIOHHFHI_00486	contig_1_pilon	527145	531296	-	4152	45	10	56
GIOHHFHI_00487	contig_1_pilon	531623	532579	-	957	6	0	6
GIOHHFHI_00488	contig_1_pilon	532826	533803	+	978	151	155	163
GIOHHFHI_00489	contig_1_pilon	533924	535330	+	1407	35	36	19
GIOHHFHI_00490	contig_1_pilon	535303	536130	-	828	139	177	184
GIOHHFHI_00491	contig_1_pilon	536588	536779	+	192	0	1	0
GIOHHFHI_00492	contig_1_pilon	536776	537003	+	228	0	0	0
GIOHHFHI_00493	contig_1_pilon	537331	538983	+	1653	14	18	12
GIOHHFHI_00494	contig_1_pilon	539001	540293	-	1293	0	0	0
GIOHHFHI_00495	contig_1_pilon	540337	541152	-	816	0	6	0
GIOHHFHI_00496	contig_1_pilon	541136	541768	-	633	0	0	3
GIOHHFHI_00497	contig_1_pilon	541874	542179	-	306	4	4	0
GIOHHFHI_00498	contig_1_pilon	542322	542945	+	624	12	22	16
GIOHHFHI_00499	contig_1_pilon	543057	543950	-	894	19	14	12
GIOHHFHI_00500	contig_1_pilon	543977	544822	-	846	6	8	32
GIOHHFHI_00501	contig_1_pilon	544895	546673	-	1779	44	26	44
GIOHHFHI_00502	contig_1_pilon	547016	547768	+	753	12	20	8
GIOHHFHI_00503	contig_1_pilon	547793	548353	-	561	81	99	128
GIOHHFHI_00504	contig_1_pilon	548486	549265	+	780	4	12	2
GIOHHFHI_00505	contig_1_pilon	549417	549614	+	198	11	5	13
GIOHHFHI_00506	contig_1_pilon	549687	550157	-	471	6	0	2
GIOHHFHI_00507	contig_1_pilon	550217	551446	-	1230	29	26	22
GIOHHFHI_00508	contig_1_pilon	551617	552357	+	741	74	46	60
GIOHHFHI_00509	contig_1_pilon	552409	552966	-	558	56	46	33
GIOHHFHI_00510	contig_1_pilon	553178	554416	+	1239	469	345	414
GIOHHFHI_00511	contig_1_pilon	554454	555182	+	729	418	376	409
GIOHHFHI_00512	contig_1_pilon	555372	556397	+	1026	100	94	66
GIOHHFHI_00513	contig_1_pilon	556541	557506	+	966	156	142	154
GIOHHFHI_00514	contig_1_pilon	557628	557786	+	159	268	205	256
GIOHHFHI_00515	contig_1_pilon	557848	558282	+	435	246	246	244
GIOHHFHI_00516	contig_1_pilon	558315	558899	-	585	28	24	55
GIOHHFHI_00517	contig_1_pilon	559110	559682	-	573	38	23	16
GIOHHFHI_00518	contig_1_pilon	560045	561526	+	1482	31	49	61
GIOHHFHI_00519	contig_1_pilon	561529	562371	+	843	5	6	0
GIOHHFHI_00520	contig_1_pilon	562513	563220	+	708	0	0	0
GIOHHFHI_00521	contig_1_pilon	563292	564731	-	1440	117	95	142
GIOHHFHI_00522	contig_1_pilon	564728	565675	-	948	348	393	401
GIOHHFHI_00523	contig_1_pilon	566171	567784	-	1614	400	334	282
GIOHHFHI_00524	contig_1_pilon	567884	568780	-	897	14	0	8
GIOHHFHI_00525	contig_1_pilon	568777	569658	-	882	0	0	6
GIOHHFHI_00526	contig_1_pilon	569712	571052	-	1341	8	2	2
GIOHHFHI_00527	contig_1_pilon	571093	571926	-	834	0	0	0
GIOHHFHI_00528	contig_1_pilon	572009	573037	-	1029	4	2	4
GIOHHFHI_00529	contig_1_pilon	573196	574272	+	1077	12	6	14
GIOHHFHI_00530	contig_1_pilon	574335	575501	+	1167	8	18	8
GIOHHFHI_00531	contig_1_pilon	575617	575931	-	315	9	15	16
GIOHHFHI_00532	contig_1_pilon	576106	577290	-	1185	38	58	46
GIOHHFHI_00533	contig_1_pilon	577793	578656	+	864	183	257	413
GIOHHFHI_00534	contig_1_pilon	578825	579163	+	339	10	4	22
GIOHHFHI_00535	contig_1_pilon	579212	580018	-	807	14	7	35
GIOHHFHI_00536	contig_1_pilon	580057	581109	-	1053	22	20	34
GIOHHFHI_00537	contig_1_pilon	581494	583776	+	2283	27	25	14
GIOHHFHI_00538	contig_1_pilon	583878	584189	-	312	2	0	7
GIOHHFHI_00539	contig_1_pilon	584496	585407	+	912	224	243	278
GIOHHFHI_00540	contig_1_pilon	585491	586390	-	900	20	42	32
GIOHHFHI_00541	contig_1_pilon	586644	588830	+	2187	28	27	46
GIOHHFHI_00542	contig_1_pilon	589286	590266	+	981	735	666	747
GIOHHFHI_00543	contig_1_pilon	590283	591284	+	1002	175	159	225
GIOHHFHI_00544	contig_1_pilon	591278	593152	+	1875	139	190	229
GIOHHFHI_00545	contig_1_pilon	593152	594366	+	1215	239	288	375
GIOHHFHI_00546	contig_1_pilon	594363	595703	+	1341	215	195	285
GIOHHFHI_00547	contig_1_pilon	595848	597056	+	1209	108	100	110
GIOHHFHI_00548	contig_1_pilon	597091	597690	-	600	16	18	15
GIOHHFHI_00549	contig_1_pilon	597780	598301	+	522	13	4	4
GIOHHFHI_00550	contig_1_pilon	598313	599221	+	909	3	19	16
GIOHHFHI_00551	contig_1_pilon	599317	599859	+	543	99	97	112
GIOHHFHI_00552	contig_1_pilon	600212	600715	-	504	16	13	22
GIOHHFHI_00553	contig_1_pilon	600974	602299	-	1326	22	11	50
GIOHHFHI_00554	contig_1_pilon	602519	603217	-	699	79	91	164
GIOHHFHI_00555	contig_1_pilon	603349	604254	+	906	12	18	34
GIOHHFHI_00556	contig_1_pilon	604297	604725	-	429	70	89	80
GIOHHFHI_00557	contig_1_pilon	604922	605578	-	657	440	439	661
GIOHHFHI_00558	contig_1_pilon	605753	606877	-	1125	123	128	213
GIOHHFHI_00559	contig_1_pilon	607626	609188	+	1563	28	39	40
GIOHHFHI_00560	contig_1_pilon	609785	612103	+	2319	82	73	76
GIOHHFHI_00561	contig_1_pilon	612410	613117	+	708	48	26	61
GIOHHFHI_00562	contig_1_pilon	613288	616221	-	2934	157	165	231
GIOHHFHI_00563	contig_1_pilon	617258	618658	+	1401	17	2	6
GIOHHFHI_00564	contig_1_pilon	618723	619739	+	1017	0	16	0
GIOHHFHI_00565	contig_1_pilon	619766	621031	+	1266	12	2	7
GIOHHFHI_00566	contig_1_pilon	621101	622459	+	1359	24	28	23
GIOHHFHI_00567	contig_1_pilon	622550	623482	+	933	6	6	11
GIOHHFHI_00568	contig_1_pilon	623479	624627	+	1149	11	16	5
GIOHHFHI_00569	contig_1_pilon	624627	625451	+	825	21	26	2
GIOHHFHI_00570	contig_1_pilon	625573	626232	+	660	36	26	57
GIOHHFHI_00571	contig_1_pilon	626318	627643	-	1326	781	732	915
GIOHHFHI_00572	contig_1_pilon	628038	628658	-	621	25	25	11
GIOHHFHI_00573	contig_1_pilon	628778	629266	+	489	21	57	26
GIOHHFHI_00574	contig_1_pilon	629367	630329	-	963	2	0	0
GIOHHFHI_00575	contig_1_pilon	630428	631009	+	582	6	4	3
GIOHHFHI_00576	contig_1_pilon	631232	631780	-	549	12	27	14
GIOHHFHI_00577	contig_1_pilon	632463	632840	-	378	36	50	35
GIOHHFHI_00578	contig_1_pilon	633022	633573	+	552	20	32	28
GIOHHFHI_00579	contig_1_pilon	633741	635378	-	1638	1222	1236	1956
GIOHHFHI_00580	contig_1_pilon	635633	636337	+	705	28	14	41
GIOHHFHI_00581	contig_1_pilon	636604	637935	+	1332	56	13	26
GIOHHFHI_00582	contig_1_pilon	638157	639557	+	1401	4	14	4
GIOHHFHI_00583	contig_1_pilon	639699	642860	+	3162	20	11	22
GIOHHFHI_00584	contig_1_pilon	642857	644017	+	1161	2	4	8
GIOHHFHI_00585	contig_1_pilon	644108	646012	+	1905	0	4	0
GIOHHFHI_00586	contig_1_pilon	646014	647837	+	1824	4	0	0
GIOHHFHI_00587	contig_1_pilon	647834	650752	+	2919	0	6	6
GIOHHFHI_00588	contig_1_pilon	650889	652340	-	1452	2	8	2
GIOHHFHI_00589	contig_1_pilon	652484	653113	+	630	105	95	71
GIOHHFHI_00590	contig_1_pilon	653139	653315	-	177	1	2	0
GIOHHFHI_00591	contig_1_pilon	653407	654228	-	822	10	6	14
GIOHHFHI_00592	contig_1_pilon	654225	654926	-	702	5	4	8
GIOHHFHI_00593	contig_1_pilon	655057	655731	-	675	8	3	10
GIOHHFHI_00594	contig_1_pilon	655780	657501	-	1722	51	91	71
GIOHHFHI_00595	contig_1_pilon	657494	657805	-	312	13	15	23
GIOHHFHI_00596	contig_1_pilon	657823	658125	-	303	44	45	67
GIOHHFHI_00597	contig_1_pilon	658546	659526	+	981	12	6	6
GIOHHFHI_00598	contig_1_pilon	659585	659926	-	342	142	75	101
GIOHHFHI_00599	contig_1_pilon	660017	660328	-	312	309	322	261
GIOHHFHI_00600	contig_1_pilon	660644	661312	-	669	29	26	31
GIOHHFHI_00601	contig_1_pilon	661417	662061	-	645	217	293	208
GIOHHFHI_00602	contig_1_pilon	662445	663080	+	636	6	2	12
GIOHHFHI_00603	contig_1_pilon	663087	663392	+	306	2	0	1
GIOHHFHI_00604	contig_1_pilon	664081	664554	+	474	147	164	160
GIOHHFHI_00605	contig_1_pilon	664740	665312	+	573	426	393	336
GIOHHFHI_00606	contig_1_pilon	666096	666524	-	429	81	96	110
GIOHHFHI_00607	contig_1_pilon	666826	667710	+	885	92	90	90
GIOHHFHI_00608	contig_1_pilon	667720	667956	+	237	101	76	67
GIOHHFHI_00609	contig_1_pilon	668016	669257	-	1242	7	2	9
GIOHHFHI_00610	contig_1_pilon	669404	670597	+	1194	94	82	84
GIOHHFHI_00611	contig_1_pilon	670590	671900	+	1311	42	12	26
GIOHHFHI_00612	contig_1_pilon	671952	672638	+	687	1	1	12
GIOHHFHI_00613	contig_1_pilon	672758	673417	+	660	22	28	46
GIOHHFHI_00614	contig_1_pilon	673618	674877	+	1260	19	8	21
GIOHHFHI_00615	contig_1_pilon	674864	675028	-	165	0	0	0
GIOHHFHI_00616	contig_1_pilon	675341	675916	+	576	15	27	28
GIOHHFHI_00617	contig_1_pilon	676133	677050	+	918	2	2	14
GIOHHFHI_00618	contig_1_pilon	677057	679633	+	2577	4	2	6
GIOHHFHI_00619	contig_1_pilon	679719	680609	+	891	43	29	48
GIOHHFHI_00620	contig_1_pilon	680715	681143	+	429	12	12	29
GIOHHFHI_00621	contig_1_pilon	681323	682663	+	1341	217	187	229
GIOHHFHI_00622	contig_1_pilon	682660	683712	+	1053	185	185	127
GIOHHFHI_00623	contig_1_pilon	683820	684590	+	771	11	8	7
GIOHHFHI_00624	contig_1_pilon	684706	685110	-	405	123	82	107
GIOHHFHI_00625	contig_1_pilon	685462	687345	-	1884	255	284	408
GIOHHFHI_00626	contig_1_pilon	687626	688282	-	657	8	8	4
GIOHHFHI_00627	contig_1_pilon	688354	689271	+	918	12	6	16
GIOHHFHI_00628	contig_1_pilon	689316	690722	-	1407	285	327	494
GIOHHFHI_00629	contig_1_pilon	691114	691923	-	810	18	38	35
GIOHHFHI_00630	contig_1_pilon	692235	693668	+	1434	1238	1246	1101
GIOHHFHI_00631	contig_1_pilon	693681	694256	+	576	80	65	52
GIOHHFHI_00632	contig_1_pilon	694497	696110	+	1614	1523	1595	1620
GIOHHFHI_00633	contig_1_pilon	696425	696877	-	453	39	44	27
GIOHHFHI_00634	contig_1_pilon	697082	698239	+	1158	38	48	26
GIOHHFHI_00635	contig_1_pilon	698408	699091	+	684	165	141	172
GIOHHFHI_00636	contig_1_pilon	699079	699231	+	153	9	7	17
GIOHHFHI_00637	contig_1_pilon	699281	699649	-	369	278	226	251
GIOHHFHI_00638	contig_1_pilon	699774	700526	-	753	798	845	925
GIOHHFHI_00639	contig_1_pilon	700856	701743	-	888	66	67	55
GIOHHFHI_00640	contig_1_pilon	701954	702826	+	873	12	16	16
GIOHHFHI_00641	contig_1_pilon	702955	704571	+	1617	204	229	231
GIOHHFHI_00642	contig_1_pilon	704693	706084	+	1392	523	515	582
GIOHHFHI_00643	contig_1_pilon	706244	707626	-	1383	36	18	66
GIOHHFHI_00644	contig_1_pilon	707703	708785	-	1083	6	0	8
GIOHHFHI_00645	contig_1_pilon	708972	710666	+	1695	159	215	261
GIOHHFHI_00646	contig_1_pilon	710681	712063	+	1383	39	34	30
GIOHHFHI_00647	contig_1_pilon	712082	712924	-	843	18	14	12
GIOHHFHI_00648	contig_1_pilon	713015	713512	-	498	0	3	4
GIOHHFHI_00649	contig_1_pilon	713607	714053	+	447	37	4	13
GIOHHFHI_00650	contig_1_pilon	714071	717256	-	3186	57	45	25
GIOHHFHI_00651	contig_1_pilon	717253	718419	-	1167	59	48	38
GIOHHFHI_00652	contig_1_pilon	718752	719660	-	909	4746	4616	5759
GIOHHFHI_00653	contig_1_pilon	719991	721286	+	1296	40	66	68
GIOHHFHI_00654	contig_1_pilon	721374	723365	-	1992	6	8	14
GIOHHFHI_00655	contig_1_pilon	723679	725082	+	1404	32	41	52
GIOHHFHI_00656	contig_1_pilon	725315	726859	+	1545	18	20	16
GIOHHFHI_00657	contig_1_pilon	726908	727909	+	1002	49	18	113
GIOHHFHI_00658	contig_1_pilon	728124	728372	+	249	447	388	350
GIOHHFHI_00659	contig_1_pilon	728452	728982	-	531	1127	1144	923
GIOHHFHI_00660	contig_1_pilon	729267	729932	+	666	114	97	138
GIOHHFHI_00661	contig_1_pilon	730080	730229	-	150	16	8	18
GIOHHFHI_00662	contig_1_pilon	730436	734665	-	4230	26	12	26
GIOHHFHI_00663	contig_1_pilon	735061	735732	-	672	389	539	400
GIOHHFHI_00664	contig_1_pilon	735969	736319	+	351	4	4	0
GIOHHFHI_00665	contig_1_pilon	736460	736669	-	210	0	1	6
GIOHHFHI_00666	contig_1_pilon	736780	737238	-	459	2	1	2
GIOHHFHI_00667	contig_1_pilon	737739	738623	-	885	0	4	4
GIOHHFHI_00668	contig_1_pilon	738713	739558	+	846	8	13	4
GIOHHFHI_00669	contig_1_pilon	739597	740001	+	405	6	6	14
GIOHHFHI_00670	contig_1_pilon	740537	741085	-	549	2	3	0
GIOHHFHI_00671	contig_1_pilon	741533	742717	-	1185	2	20	19
GIOHHFHI_00672	contig_1_pilon	742871	743014	-	144	0	1	0
GIOHHFHI_00673	contig_1_pilon	743035	743139	-	105	0	0	1
GIOHHFHI_00674	contig_1_pilon	743136	743333	-	198	2	4	0
GIOHHFHI_00675	contig_1_pilon	743706	744137	-	432	628	571	918
GIOHHFHI_00676	contig_1_pilon	744542	745213	+	672	50	42	45
GIOHHFHI_00677	contig_1_pilon	745345	748230	-	2886	36	56	59
GIOHHFHI_00678	contig_1_pilon	748452	749255	+	804	18	29	4
GIOHHFHI_00679	contig_1_pilon	749306	749617	+	312	8	0	8
GIOHHFHI_00680	contig_1_pilon	749631	750464	-	834	18	12	16
GIOHHFHI_00681	contig_1_pilon	750572	752872	-	2301	65	151	248
GIOHHFHI_00682	contig_1_pilon	753069	753938	+	870	5	14	12
GIOHHFHI_00683	contig_1_pilon	754079	754579	+	501	80	96	100
GIOHHFHI_00684	contig_1_pilon	755109	756827	-	1719	433	386	379
GIOHHFHI_00685	contig_1_pilon	757085	757777	+	693	24	10	22
GIOHHFHI_00686	contig_1_pilon	757876	758610	-	735	228	179	230
GIOHHFHI_00687	contig_1_pilon	758749	759468	-	720	56	38	106
GIOHHFHI_00688	contig_1_pilon	759465	760121	-	657	68	48	83
GIOHHFHI_00689	contig_1_pilon	760118	761872	-	1755	224	248	216
GIOHHFHI_00690	contig_1_pilon	761874	765587	-	3714	341	359	427
GIOHHFHI_00691	contig_1_pilon	765711	767240	-	1530	21	15	24
GIOHHFHI_00692	contig_1_pilon	767321	768568	-	1248	40	59	37
GIOHHFHI_00693	contig_1_pilon	768736	769530	-	795	5	3	10
GIOHHFHI_00694	contig_1_pilon	769527	770288	-	762	6	10	8
GIOHHFHI_00695	contig_1_pilon	770285	771829	-	1545	24	11	21
GIOHHFHI_00696	contig_1_pilon	771831	775523	-	3693	45	89	143
GIOHHFHI_00697	contig_1_pilon	775676	776971	+	1296	8	8	11
GIOHHFHI_00698	contig_1_pilon	776949	777911	-	963	20	57	65
GIOHHFHI_00699	contig_1_pilon	777983	779896	-	1914	38	69	114
GIOHHFHI_00700	contig_1_pilon	779893	781086	-	1194	8	18	18
GIOHHFHI_00701	contig_1_pilon	781083	781415	-	333	4	0	6
GIOHHFHI_00702	contig_1_pilon	781412	784504	-	3093	42	25	81
GIOHHFHI_00703	contig_1_pilon	784501	785832	-	1332	8	6	18
GIOHHFHI_00704	contig_1_pilon	785829	786089	-	261	0	0	3
GIOHHFHI_00705	contig_1_pilon	786094	787005	-	912	30	5	22
GIOHHFHI_00706	contig_1_pilon	787002	787967	-	966	2	6	10
GIOHHFHI_00707	contig_1_pilon	787964	789322	-	1359	3	6	18
GIOHHFHI_00708	contig_1_pilon	789319	790350	-	1032	45	29	89
GIOHHFHI_00709	contig_1_pilon	790353	795128	-	4776	52	81	87
GIOHHFHI_00710	contig_1_pilon	795121	797037	-	1917	16	27	11
GIOHHFHI_00711	contig_1_pilon	797034	798158	-	1125	17	16	16
GIOHHFHI_00712	contig_1_pilon	798155	799405	-	1251	23	26	57
GIOHHFHI_00713	contig_1_pilon	799402	800676	-	1275	23	20	46
GIOHHFHI_00714	contig_1_pilon	800676	802133	-	1458	62	39	96
GIOHHFHI_00715	contig_1_pilon	802467	803558	+	1092	24	8	41
GIOHHFHI_00716	contig_1_pilon	803579	805756	-	2178	27	38	26
GIOHHFHI_00717	contig_1_pilon	805920	807221	+	1302	0	0	0
GIOHHFHI_00718	contig_1_pilon	807231	808958	-	1728	8	16	31
GIOHHFHI_00719	contig_1_pilon	808955	810286	-	1332	22	15	4
GIOHHFHI_00720	contig_1_pilon	810376	811716	-	1341	55	114	113
GIOHHFHI_00721	contig_1_pilon	811763	812269	-	507	81	88	120
GIOHHFHI_00722	contig_1_pilon	812421	812807	-	387	1598	2014	1635
GIOHHFHI_00723	contig_1_pilon	812804	813916	-	1113	374	445	474
GIOHHFHI_00724	contig_1_pilon	813907	814836	-	930	724	668	752
GIOHHFHI_00725	contig_1_pilon	814833	818081	-	3249	3371	3630	4355
GIOHHFHI_00726	contig_1_pilon	818504	819982	+	1479	1181	1155	1291
GIOHHFHI_00727	contig_1_pilon	819984	820529	+	546	399	463	459
