# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "/home/haddock/private/Genome_analysis/GenomeAnalysis/data/assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "featureCount_HP126_2.txt" "HP126_rep1_rna_map.sorted.bam" "HP126_rep2_rna_map.sorted.bam" "HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126_rep1_rna_map.sorted.bam	HP126_rep2_rna_map.sorted.bam	HP126_rep3_rna_map.sorted.bam
PAOEAKHP_00361	contig_2_pilon	423440	424069	+	630	0	0	0
PAOEAKHP_00362	contig_2_pilon	424652	425641	+	990	0	0	0
PAOEAKHP_00363	contig_2_pilon	425782	426549	+	768	0	0	0
PAOEAKHP_00364	contig_2_pilon	426710	427801	+	1092	0	0	0
PAOEAKHP_00365	contig_2_pilon	427936	429036	+	1101	0	0	0
PAOEAKHP_00366	contig_2_pilon	429638	431404	+	1767	0	0	0
PAOEAKHP_00367	contig_2_pilon	431556	431717	+	162	0	0	0
PAOEAKHP_00368	contig_2_pilon	431813	432463	+	651	4	5	0
PAOEAKHP_00369	contig_2_pilon	432500	433780	+	1281	0	0	4
PAOEAKHP_00370	contig_2_pilon	434405	435313	-	909	6	2	5
PAOEAKHP_00371	contig_2_pilon	435555	436439	+	885	0	0	0
PAOEAKHP_00372	contig_2_pilon	436436	436846	+	411	0	0	0
PAOEAKHP_00373	contig_2_pilon	436830	437303	+	474	0	0	0
PAOEAKHP_00374	contig_2_pilon	437300	438316	+	1017	0	0	0
PAOEAKHP_00375	contig_2_pilon	438313	439656	+	1344	0	0	0
PAOEAKHP_00376	contig_2_pilon	439684	440121	-	438	2	0	1
PAOEAKHP_00377	contig_2_pilon	440434	440859	+	426	0	4	0
PAOEAKHP_00378	contig_2_pilon	440865	441197	-	333	2	0	2
PAOEAKHP_00379	contig_2_pilon	441463	441984	-	522	3	5	4
PAOEAKHP_00380	contig_2_pilon	442066	443247	+	1182	12	8	10
PAOEAKHP_00381	contig_2_pilon	443293	443991	-	699	2	0	1
PAOEAKHP_00382	contig_2_pilon	444065	444940	+	876	2	4	1
PAOEAKHP_00383	contig_2_pilon	445056	445988	+	933	4	5	4
PAOEAKHP_00384	contig_2_pilon	445879	447153	-	1275	10	14	2
PAOEAKHP_00385	contig_2_pilon	447300	448247	+	948	0	0	0
PAOEAKHP_00386	contig_2_pilon	448491	449798	+	1308	0	1	0
PAOEAKHP_00387	contig_2_pilon	449886	450386	+	501	0	1	2
PAOEAKHP_00388	contig_2_pilon	450383	450877	+	495	4	3	0
PAOEAKHP_00389	contig_2_pilon	450859	452271	-	1413	12	9	4
PAOEAKHP_00390	contig_2_pilon	452361	453875	-	1515	17	0	4
PAOEAKHP_00391	contig_2_pilon	453872	456556	-	2685	21	6	26
PAOEAKHP_00392	contig_2_pilon	456730	457215	+	486	0	0	0
PAOEAKHP_00393	contig_2_pilon	457361	459634	+	2274	6	0	2
PAOEAKHP_00394	contig_2_pilon	459686	460159	-	474	3	3	10
PAOEAKHP_00395	contig_2_pilon	460260	460760	-	501	0	0	0
PAOEAKHP_00396	contig_2_pilon	460830	461117	-	288	0	2	0
PAOEAKHP_00397	contig_2_pilon	461295	461756	+	462	0	0	8
PAOEAKHP_00398	contig_2_pilon	461863	463269	+	1407	2	0	0
PAOEAKHP_00399	contig_2_pilon	463258	464070	-	813	0	10	0
PAOEAKHP_00400	contig_2_pilon	464473	464643	+	171	0	0	0
PAOEAKHP_00401	contig_2_pilon	464671	465096	-	426	4	2	0
PAOEAKHP_00402	contig_2_pilon	465248	466159	-	912	0	0	2
PAOEAKHP_00403	contig_2_pilon	466364	467080	-	717	0	1	0
PAOEAKHP_00404	contig_2_pilon	467233	467484	-	252	0	1	0
PAOEAKHP_00405	contig_2_pilon	467694	468317	-	624	0	4	4
PAOEAKHP_00406	contig_2_pilon	468407	469204	+	798	0	0	0
PAOEAKHP_00407	contig_2_pilon	469346	469777	-	432	0	4	4
PAOEAKHP_00408	contig_2_pilon	469844	470707	-	864	0	0	6
PAOEAKHP_00409	contig_2_pilon	470776	472041	-	1266	0	0	2
PAOEAKHP_00410	contig_2_pilon	472047	472964	-	918	0	0	2
PAOEAKHP_00411	contig_2_pilon	472961	473599	-	639	0	0	0
PAOEAKHP_00412	contig_2_pilon	473596	474582	-	987	0	0	2
PAOEAKHP_00413	contig_2_pilon	474597	475592	-	996	2	4	8
PAOEAKHP_00414	contig_2_pilon	475589	476680	-	1092	4	0	0
PAOEAKHP_00415	contig_2_pilon	476765	478411	-	1647	6	4	2
PAOEAKHP_00416	contig_2_pilon	478475	481240	-	2766	2	6	0
PAOEAKHP_00417	contig_2_pilon	481564	482967	+	1404	0	4	2
PAOEAKHP_00418	contig_2_pilon	483430	483675	+	246	0	0	0
PAOEAKHP_00419	contig_2_pilon	483709	484515	+	807	0	0	1
PAOEAKHP_00420	contig_2_pilon	484553	485401	+	849	6	5	5
PAOEAKHP_00421	contig_2_pilon	485522	486298	+	777	2	0	6
PAOEAKHP_00422	contig_2_pilon	486312	487316	-	1005	2	0	1
PAOEAKHP_00423	contig_2_pilon	487552	489909	-	2358	14	20	10
PAOEAKHP_00424	contig_2_pilon	490126	490632	-	507	162	186	200
PAOEAKHP_00425	contig_2_pilon	490728	491039	-	312	532	366	348
PAOEAKHP_00426	contig_2_pilon	492563	492985	-	423	23	11	17
PAOEAKHP_00427	contig_2_pilon	494343	494879	+	537	0	2	4
PAOEAKHP_00428	contig_2_pilon	495062	495841	-	780	10	10	16
PAOEAKHP_00429	contig_2_pilon	495892	496335	+	444	0	0	0
PAOEAKHP_00430	contig_2_pilon	497115	498446	-	1332	142	191	131
PAOEAKHP_00431	contig_2_pilon	499163	499954	-	792	1008	838	808
PAOEAKHP_00432	contig_2_pilon	500246	501547	+	1302	6	2	5
PAOEAKHP_00433	contig_2_pilon	501959	502402	-	444	8	7	4
PAOEAKHP_00434	contig_2_pilon	502485	503225	+	741	7	15	20
PAOEAKHP_00435	contig_2_pilon	503222	504235	+	1014	6	10	16
PAOEAKHP_00436	contig_2_pilon	504289	504468	+	180	32	29	10
PAOEAKHP_00437	contig_2_pilon	504559	508176	+	3618	49	55	36
PAOEAKHP_00438	contig_2_pilon	508875	510308	+	1434	34	31	22
PAOEAKHP_00439	contig_2_pilon	510370	511104	+	735	2	1	2
PAOEAKHP_00440	contig_2_pilon	511177	511890	+	714	0	0	2
PAOEAKHP_00441	contig_2_pilon	512797	513186	+	390	0	0	0
PAOEAKHP_00442	contig_2_pilon	513950	514309	-	360	8	4	17
PAOEAKHP_00443	contig_2_pilon	514404	514679	-	276	17	4	20
PAOEAKHP_00444	contig_2_pilon	515265	515651	-	387	0	0	0
PAOEAKHP_00445	contig_2_pilon	515953	516630	+	678	22	24	32
PAOEAKHP_00446	contig_2_pilon	516682	517452	+	771	4	16	20
PAOEAKHP_00447	contig_2_pilon	518440	519672	+	1233	2	0	0
PAOEAKHP_00448	contig_2_pilon	519644	519886	-	243	0	0	0
PAOEAKHP_00449	contig_2_pilon	520410	521921	+	1512	23	38	18
PAOEAKHP_00451	contig_2_pilon	523273	523953	+	681	6	2	8
PAOEAKHP_00452	contig_2_pilon	524321	524656	-	336	0	0	0
PAOEAKHP_00453	contig_2_pilon	524829	525971	+	1143	14	11	12
PAOEAKHP_00454	contig_2_pilon	526462	527331	-	870	0	0	0
PAOEAKHP_00455	contig_2_pilon	527419	528159	+	741	0	0	0
PAOEAKHP_00456	contig_2_pilon	528356	529030	+	675	2	0	6
PAOEAKHP_00457	contig_2_pilon	529207	529824	+	618	2	11	11
PAOEAKHP_00458	contig_2_pilon	529803	530645	-	843	0	4	8
PAOEAKHP_00459	contig_2_pilon	530848	531606	+	759	53	62	42
PAOEAKHP_00460	contig_2_pilon	531800	533008	+	1209	10	28	9
PAOEAKHP_00461	contig_2_pilon	533165	534388	+	1224	70	67	73
PAOEAKHP_00462	contig_2_pilon	534781	535842	+	1062	20	6	14
PAOEAKHP_00463	contig_2_pilon	535916	537454	+	1539	28	7	18
PAOEAKHP_00464	contig_2_pilon	537526	538905	+	1380	6	3	2
PAOEAKHP_00465	contig_2_pilon	538898	540169	+	1272	0	0	9
PAOEAKHP_00466	contig_2_pilon	540524	540895	+	372	0	0	1
PAOEAKHP_00467	contig_2_pilon	541012	541158	-	147	1	0	6
PAOEAKHP_00468	contig_2_pilon	541194	541601	-	408	1	4	6
PAOEAKHP_00469	contig_2_pilon	542230	542460	+	231	0	0	0
PAOEAKHP_00470	contig_2_pilon	542713	543240	+	528	0	0	0
PAOEAKHP_00471	contig_2_pilon	544542	544748	-	207	0	2	1
PAOEAKHP_00472	contig_2_pilon	545485	546177	+	693	5	2	14
PAOEAKHP_00473	contig_2_pilon	546477	547799	+	1323	10	2	6
PAOEAKHP_00474	contig_2_pilon	547879	549399	+	1521	4	12	0
PAOEAKHP_00475	contig_2_pilon	549403	550725	+	1323	28	28	8
PAOEAKHP_00476	contig_2_pilon	550695	551657	-	963	1075	834	883
PAOEAKHP_00477	contig_2_pilon	551845	552309	+	465	0	0	2
PAOEAKHP_00478	contig_2_pilon	552441	553073	-	633	83	63	60
PAOEAKHP_00479	contig_2_pilon	553354	553722	+	369	2	0	8
PAOEAKHP_00480	contig_2_pilon	553722	554651	+	930	101	79	94
PAOEAKHP_00481	contig_2_pilon	554927	555856	+	930	44	28	49
PAOEAKHP_00482	contig_2_pilon	556007	557047	-	1041	24	22	48
PAOEAKHP_00483	contig_2_pilon	557845	559272	+	1428	6	4	4
PAOEAKHP_00484	contig_2_pilon	559402	560055	+	654	4	0	0
PAOEAKHP_00485	contig_2_pilon	560109	560447	-	339	0	0	0
PAOEAKHP_00486	contig_2_pilon	560479	561426	-	948	12	0	14
PAOEAKHP_00487	contig_2_pilon	561426	562040	-	615	2	0	5
PAOEAKHP_00488	contig_2_pilon	562040	562888	-	849	4	5	8
PAOEAKHP_00489	contig_2_pilon	563533	564786	-	1254	68	60	84
PAOEAKHP_00490	contig_2_pilon	565186	565878	-	693	30	39	20
PAOEAKHP_00491	contig_2_pilon	566421	566630	+	210	0	0	0
PAOEAKHP_00492	contig_2_pilon	566620	567996	+	1377	18	8	17
PAOEAKHP_00493	contig_2_pilon	568040	569266	+	1227	6	20	27
PAOEAKHP_00494	contig_2_pilon	569310	569597	+	288	0	0	0
PAOEAKHP_00495	contig_2_pilon	570166	570474	-	309	13	23	17
PAOEAKHP_00496	contig_2_pilon	570538	570948	-	411	6	5	14
PAOEAKHP_00497	contig_2_pilon	570972	571277	+	306	2	0	6
PAOEAKHP_00498	contig_2_pilon	571611	572336	+	726	12	8	7
PAOEAKHP_00499	contig_2_pilon	572487	573188	+	702	0	0	0
PAOEAKHP_00500	contig_2_pilon	573548	573985	-	438	506	419	257
PAOEAKHP_00501	contig_2_pilon	574041	574436	-	396	194	169	104
PAOEAKHP_00502	contig_2_pilon	574536	574967	-	432	4	11	6
PAOEAKHP_00503	contig_2_pilon	575096	575653	+	558	53	29	46
PAOEAKHP_00504	contig_2_pilon	575923	576204	+	282	515	323	347
PAOEAKHP_00505	contig_2_pilon	576238	576381	+	144	221	255	171
PAOEAKHP_00506	contig_2_pilon	576540	576725	-	186	7	2	0
PAOEAKHP_00507	contig_2_pilon	577093	577455	-	363	3	1	2
PAOEAKHP_00508	contig_2_pilon	577513	577854	-	342	4	0	0
PAOEAKHP_00509	contig_2_pilon	578539	578883	-	345	0	2	0
PAOEAKHP_00510	contig_2_pilon	579020	579829	+	810	35	18	37
PAOEAKHP_00511	contig_2_pilon	579934	580149	-	216	124	60	133
PAOEAKHP_00512	contig_2_pilon	580238	580480	-	243	167	161	191
PAOEAKHP_00513	contig_2_pilon	580763	582889	-	2127	11	8	20
PAOEAKHP_00514	contig_2_pilon	582905	583174	-	270	0	8	0
PAOEAKHP_00515	contig_2_pilon	583687	584358	+	672	82	93	86
PAOEAKHP_00516	contig_2_pilon	584352	585479	+	1128	25	17	30
PAOEAKHP_00517	contig_2_pilon	585842	586015	+	174	0	0	0
PAOEAKHP_00518	contig_2_pilon	586263	587765	-	1503	42	55	72
PAOEAKHP_00519	contig_2_pilon	588953	589732	+	780	42	59	56
PAOEAKHP_00520	contig_2_pilon	590282	591085	-	804	14	15	13
PAOEAKHP_00521	contig_2_pilon	591082	591753	-	672	20	7	39
PAOEAKHP_00522	contig_2_pilon	591997	592572	+	576	81	67	92
PAOEAKHP_00523	contig_2_pilon	593291	595117	+	1827	12	28	27
PAOEAKHP_00524	contig_2_pilon	595153	597078	+	1926	35	65	44
PAOEAKHP_00525	contig_2_pilon	597049	598221	-	1173	112	161	131
PAOEAKHP_00526	contig_2_pilon	598942	599838	+	897	2	4	2
PAOEAKHP_00527	contig_2_pilon	599681	600988	-	1308	361	319	196
PAOEAKHP_00528	contig_2_pilon	601082	603205	-	2124	299	294	217
PAOEAKHP_00529	contig_2_pilon	603202	603711	-	510	1	0	5
PAOEAKHP_00530	contig_2_pilon	604214	604726	+	513	6	0	1
PAOEAKHP_00531	contig_2_pilon	604723	606036	+	1314	24	14	30
PAOEAKHP_00532	contig_2_pilon	606254	607309	+	1056	15	2	30
PAOEAKHP_00533	contig_2_pilon	607406	607597	-	192	159	151	99
PAOEAKHP_00534	contig_2_pilon	607952	609688	+	1737	579	546	755
PAOEAKHP_00535	contig_2_pilon	609770	611089	+	1320	289	389	385
PAOEAKHP_00536	contig_2_pilon	611151	611444	+	294	135	123	128
PAOEAKHP_00537	contig_2_pilon	611441	612412	+	972	252	363	522
PAOEAKHP_00538	contig_2_pilon	612535	612867	+	333	102	131	186
PAOEAKHP_00539	contig_2_pilon	612884	614095	-	1212	8	10	16
PAOEAKHP_00540	contig_2_pilon	614463	615461	+	999	92	118	176
PAOEAKHP_00541	contig_2_pilon	615542	616255	+	714	18	27	30
PAOEAKHP_00542	contig_2_pilon	616650	618071	+	1422	13	29	29
PAOEAKHP_00543	contig_2_pilon	618047	619063	-	1017	6	0	2
PAOEAKHP_00544	contig_2_pilon	619101	620216	-	1116	8	34	47
PAOEAKHP_00545	contig_2_pilon	620245	620778	-	534	46	49	89
PAOEAKHP_00546	contig_2_pilon	621026	621442	+	417	0	0	1
PAOEAKHP_00547	contig_2_pilon	621598	622272	-	675	38	20	80
PAOEAKHP_00548	contig_2_pilon	622466	623653	-	1188	149	161	296
PAOEAKHP_00549	contig_2_pilon	623650	624699	-	1050	12	13	17
PAOEAKHP_00550	contig_2_pilon	624731	625705	-	975	0	0	4
PAOEAKHP_00551	contig_2_pilon	625783	626286	-	504	0	14	0
PAOEAKHP_00552	contig_2_pilon	626399	627856	-	1458	0	3	0
PAOEAKHP_00553	contig_2_pilon	627925	629232	-	1308	187	151	184
PAOEAKHP_00554	contig_2_pilon	629759	631117	+	1359	77	102	101
PAOEAKHP_00555	contig_2_pilon	631463	632710	+	1248	43	67	84
PAOEAKHP_00556	contig_2_pilon	632787	633890	-	1104	44	64	82
PAOEAKHP_00557	contig_2_pilon	634000	634767	-	768	34	46	113
PAOEAKHP_00558	contig_2_pilon	634780	635508	-	729	10	10	16
PAOEAKHP_00559	contig_2_pilon	635531	636619	-	1089	26	44	58
PAOEAKHP_00560	contig_2_pilon	636817	637971	-	1155	19	16	24
PAOEAKHP_00561	contig_2_pilon	638148	638534	+	387	196	148	258
PAOEAKHP_00562	contig_2_pilon	638646	638819	-	174	8	3	8
PAOEAKHP_00563	contig_2_pilon	639037	640089	+	1053	339	224	387
PAOEAKHP_00564	contig_2_pilon	640372	641439	+	1068	163	195	385
PAOEAKHP_00565	contig_2_pilon	641522	642421	+	900	23	42	103
PAOEAKHP_00566	contig_2_pilon	642437	643072	+	636	75	99	135
PAOEAKHP_00567	contig_2_pilon	643069	643917	+	849	4236	4571	7271
PAOEAKHP_00568	contig_2_pilon	643914	645860	-	1947	131	148	347
PAOEAKHP_00569	contig_2_pilon	646028	646399	-	372	12	2	21
PAOEAKHP_00570	contig_2_pilon	646402	646803	-	402	29	32	69
PAOEAKHP_00571	contig_2_pilon	646879	647343	-	465	19	49	72
PAOEAKHP_00572	contig_2_pilon	647340	649760	-	2421	791	990	1478
PAOEAKHP_00573	contig_2_pilon	649781	650539	-	759	822	771	1175
PAOEAKHP_00574	contig_2_pilon	650636	653530	+	2895	2582	2806	5114
PAOEAKHP_00575	contig_2_pilon	653634	653978	+	345	816	807	1688
PAOEAKHP_00576	contig_2_pilon	653978	654934	+	957	3375	3305	5619
PAOEAKHP_00577	contig_2_pilon	654931	655605	+	675	1342	1184	1747
PAOEAKHP_00578	contig_2_pilon	655822	656760	+	939	533	566	785
PAOEAKHP_00579	contig_2_pilon	656793	657791	-	999	7386	6343	7146
PAOEAKHP_00580	contig_2_pilon	657788	663394	-	5607	2810	2959	2693
PAOEAKHP_00581	contig_2_pilon	663431	669643	-	6213	412	582	1031
PAOEAKHP_00582	contig_2_pilon	669768	670676	-	909	11	27	41
PAOEAKHP_00583	contig_2_pilon	670869	671696	+	828	2	0	10
PAOEAKHP_00584	contig_2_pilon	671762	673711	-	1950	34	28	32
PAOEAKHP_00585	contig_2_pilon	673944	674282	+	339	4	2	4
PAOEAKHP_00586	contig_2_pilon	674329	674487	-	159	0	0	1
PAOEAKHP_00587	contig_2_pilon	674589	674816	-	228	30	8	7
PAOEAKHP_00588	contig_2_pilon	675012	675806	+	795	4	0	0
PAOEAKHP_00589	contig_2_pilon	675893	677332	+	1440	64	162	83
PAOEAKHP_00590	contig_2_pilon	678293	678601	+	309	2	0	0
PAOEAKHP_00591	contig_2_pilon	678927	679688	+	762	0	2	0
PAOEAKHP_00592	contig_2_pilon	679869	681278	+	1410	0	0	3
PAOEAKHP_00593	contig_2_pilon	681259	682257	+	999	0	0	0
PAOEAKHP_00594	contig_2_pilon	682254	683120	+	867	0	0	1
PAOEAKHP_00595	contig_2_pilon	683117	684109	+	993	1	4	5
PAOEAKHP_00596	contig_2_pilon	684225	684905	+	681	2	0	2
PAOEAKHP_00597	contig_2_pilon	685051	685569	+	519	6	0	0
PAOEAKHP_00598	contig_2_pilon	685566	686561	+	996	1	0	0
PAOEAKHP_00599	contig_2_pilon	686558	687877	+	1320	0	0	0
PAOEAKHP_00600	contig_2_pilon	687936	688958	+	1023	196	183	126
PAOEAKHP_00601	contig_2_pilon	688955	689827	+	873	139	86	101
PAOEAKHP_00602	contig_2_pilon	689842	690465	-	624	64	97	94
PAOEAKHP_00603	contig_2_pilon	690597	690851	-	255	157	134	181
PAOEAKHP_00604	contig_2_pilon	690903	692183	-	1281	384	309	355
PAOEAKHP_00605	contig_2_pilon	692180	693316	-	1137	39	25	30
PAOEAKHP_00606	contig_2_pilon	693313	697167	-	3855	491	469	528
PAOEAKHP_00607	contig_2_pilon	697289	697624	+	336	6	16	0
PAOEAKHP_00608	contig_2_pilon	697902	698162	+	261	0	0	0
PAOEAKHP_00609	contig_2_pilon	698272	700284	-	2013	226	193	214
PAOEAKHP_00611	contig_2_pilon	704891	706819	-	1929	129	115	140
PAOEAKHP_00612	contig_2_pilon	706816	707718	-	903	77	60	36
PAOEAKHP_00613	contig_2_pilon	707720	708565	-	846	13	9	30
PAOEAKHP_00614	contig_2_pilon	709160	710353	+	1194	40	47	87
PAOEAKHP_00615	contig_2_pilon	710445	710996	-	552	812	990	1275
PAOEAKHP_00616	contig_2_pilon	711409	712233	-	825	264	293	307
PAOEAKHP_00617	contig_2_pilon	712475	716719	-	4245	539	460	355
PAOEAKHP_00618	contig_2_pilon	716723	720364	-	3642	161	117	138
PAOEAKHP_00619	contig_2_pilon	720490	721995	-	1506	508	486	514
PAOEAKHP_00620	contig_2_pilon	722017	722931	-	915	12	12	4
PAOEAKHP_00621	contig_2_pilon	723100	725910	+	2811	780	775	855
PAOEAKHP_00622	contig_2_pilon	726061	726819	-	759	10	6	16
PAOEAKHP_00623	contig_2_pilon	726895	727473	-	579	0	0	2
PAOEAKHP_00624	contig_2_pilon	727638	728738	-	1101	34	21	41
PAOEAKHP_00625	contig_2_pilon	728969	729664	-	696	20	13	18
PAOEAKHP_00627	contig_2_pilon	734425	734859	-	435	29	44	21
PAOEAKHP_00628	contig_2_pilon	734977	735966	+	990	484	453	654
PAOEAKHP_00629	contig_2_pilon	736030	736539	+	510	31	40	36
PAOEAKHP_00630	contig_2_pilon	736646	737587	+	942	106	70	76
PAOEAKHP_00631	contig_2_pilon	737593	741744	-	4152	297	318	283
PAOEAKHP_00632	contig_2_pilon	742071	743027	-	957	539	456	345
PAOEAKHP_00633	contig_2_pilon	743274	744251	+	978	101	52	77
PAOEAKHP_00634	contig_2_pilon	744372	745778	+	1407	44	70	65
PAOEAKHP_00635	contig_2_pilon	745751	746578	-	828	10	12	15
PAOEAKHP_00636	contig_2_pilon	747036	747227	+	192	0	0	0
PAOEAKHP_00637	contig_2_pilon	747224	747451	+	228	4	2	12
PAOEAKHP_00638	contig_2_pilon	747779	749431	+	1653	42	67	84
PAOEAKHP_00639	contig_2_pilon	749449	750741	-	1293	167	212	218
PAOEAKHP_00640	contig_2_pilon	750785	751600	-	816	31	39	74
PAOEAKHP_00641	contig_2_pilon	751584	752216	-	633	20	44	58
PAOEAKHP_00642	contig_2_pilon	752322	752627	-	306	11	2	0
PAOEAKHP_00643	contig_2_pilon	752770	753393	+	624	118	88	97
PAOEAKHP_00644	contig_2_pilon	753505	754398	-	894	67	63	53
PAOEAKHP_00645	contig_2_pilon	754425	755270	-	846	111	126	82
PAOEAKHP_00646	contig_2_pilon	755343	757121	-	1779	28	34	28
PAOEAKHP_00647	contig_2_pilon	757464	758216	+	753	2	12	2
PAOEAKHP_00648	contig_2_pilon	758241	758801	-	561	0	2	4
PAOEAKHP_00649	contig_2_pilon	758934	759713	+	780	0	0	6
PAOEAKHP_00650	contig_2_pilon	759865	760062	+	198	0	0	1
PAOEAKHP_00651	contig_2_pilon	760135	760605	-	471	16	2	8
PAOEAKHP_00652	contig_2_pilon	760665	761894	-	1230	312	342	258
PAOEAKHP_00653	contig_2_pilon	762065	762805	+	741	11	32	26
PAOEAKHP_00654	contig_2_pilon	762857	763414	-	558	0	0	0
PAOEAKHP_00655	contig_2_pilon	763626	764864	+	1239	2	0	6
PAOEAKHP_00656	contig_2_pilon	764902	765630	+	729	9	16	6
PAOEAKHP_00657	contig_2_pilon	765820	766845	+	1026	189	177	164
PAOEAKHP_00658	contig_2_pilon	766989	767954	+	966	300	323	206
PAOEAKHP_00659	contig_2_pilon	768076	768234	+	159	8	8	13
PAOEAKHP_00660	contig_2_pilon	768296	768730	+	435	132	74	73
PAOEAKHP_00661	contig_2_pilon	768763	769347	-	585	115	140	100
PAOEAKHP_00662	contig_2_pilon	769558	770130	-	573	368	246	208
PAOEAKHP_00663	contig_2_pilon	770493	771974	+	1482	53	50	28
PAOEAKHP_00664	contig_2_pilon	771977	772819	+	843	0	0	0
PAOEAKHP_00665	contig_2_pilon	772961	773668	+	708	0	0	2
PAOEAKHP_00666	contig_2_pilon	773740	775179	-	1440	10	1	2
PAOEAKHP_00667	contig_2_pilon	775176	776123	-	948	38	26	21
PAOEAKHP_00668	contig_2_pilon	776619	778232	-	1614	57	61	39
PAOEAKHP_00669	contig_2_pilon	778332	779228	-	897	5	0	6
PAOEAKHP_00670	contig_2_pilon	779225	780106	-	882	16	12	29
PAOEAKHP_00671	contig_2_pilon	780160	781500	-	1341	85	31	32
PAOEAKHP_00672	contig_2_pilon	781541	782374	-	834	4	2	12
PAOEAKHP_00673	contig_2_pilon	782457	783485	-	1029	0	0	0
PAOEAKHP_00674	contig_2_pilon	783644	784720	+	1077	51	36	35
PAOEAKHP_00675	contig_2_pilon	784783	785949	+	1167	85	61	50
PAOEAKHP_00676	contig_2_pilon	786065	786379	-	315	63	20	45
PAOEAKHP_00677	contig_2_pilon	786554	787738	-	1185	116	99	83
PAOEAKHP_00678	contig_2_pilon	788241	789104	+	864	54	58	66
PAOEAKHP_00679	contig_2_pilon	789273	789611	+	339	4	4	10
PAOEAKHP_00680	contig_2_pilon	789660	790466	-	807	2	0	0
PAOEAKHP_00681	contig_2_pilon	790505	791557	-	1053	0	0	0
PAOEAKHP_00682	contig_2_pilon	791942	794224	+	2283	13	2	7
PAOEAKHP_00683	contig_2_pilon	794326	794637	-	312	0	0	4
PAOEAKHP_00684	contig_2_pilon	794944	795855	+	912	21	16	27
PAOEAKHP_00685	contig_2_pilon	795939	796838	-	900	63	86	30
PAOEAKHP_00686	contig_2_pilon	797092	799278	+	2187	74	78	56
PAOEAKHP_00687	contig_2_pilon	799734	800714	+	981	0	0	0
PAOEAKHP_00688	contig_2_pilon	800731	801732	+	1002	0	2	0
PAOEAKHP_00689	contig_2_pilon	801726	803600	+	1875	20	32	13
PAOEAKHP_00690	contig_2_pilon	803600	804814	+	1215	1	12	0
PAOEAKHP_00691	contig_2_pilon	804811	806151	+	1341	94	111	64
PAOEAKHP_00692	contig_2_pilon	806296	807504	+	1209	74	85	109
PAOEAKHP_00693	contig_2_pilon	807539	808138	-	600	2	12	3
PAOEAKHP_00694	contig_2_pilon	808228	808749	+	522	3	2	1
PAOEAKHP_00695	contig_2_pilon	808761	809669	+	909	10	10	9
PAOEAKHP_00696	contig_2_pilon	809765	810307	+	543	7	0	1
PAOEAKHP_00697	contig_2_pilon	810660	811163	-	504	21	20	16
PAOEAKHP_00698	contig_2_pilon	811422	812747	-	1326	49	73	40
PAOEAKHP_00699	contig_2_pilon	812967	813665	-	699	15	7	8
PAOEAKHP_00700	contig_2_pilon	813797	814702	+	906	0	10	0
PAOEAKHP_00701	contig_2_pilon	814745	815173	-	429	1	2	3
PAOEAKHP_00702	contig_2_pilon	815370	816026	-	657	0	0	0
PAOEAKHP_00703	contig_2_pilon	816201	817325	-	1125	4	1	0
PAOEAKHP_00704	contig_2_pilon	818074	819636	+	1563	0	0	4
PAOEAKHP_00705	contig_2_pilon	820233	822551	+	2319	14	0	4
PAOEAKHP_00706	contig_2_pilon	822858	823565	+	708	0	0	0
PAOEAKHP_00707	contig_2_pilon	823736	826669	-	2934	712	583	542
PAOEAKHP_00708	contig_2_pilon	827706	829106	+	1401	6	0	9
PAOEAKHP_00709	contig_2_pilon	829171	830187	+	1017	0	0	0
PAOEAKHP_00710	contig_2_pilon	830214	831479	+	1266	0	0	4
PAOEAKHP_00711	contig_2_pilon	831549	832907	+	1359	0	2	2
PAOEAKHP_00712	contig_2_pilon	832998	833930	+	933	0	0	0
PAOEAKHP_00713	contig_2_pilon	833927	835075	+	1149	6	0	2
PAOEAKHP_00714	contig_2_pilon	835075	835899	+	825	0	0	0
PAOEAKHP_00715	contig_2_pilon	836021	836680	+	660	0	0	5
PAOEAKHP_00716	contig_2_pilon	836766	838091	-	1326	6	0	0
PAOEAKHP_00717	contig_2_pilon	838486	839106	-	621	0	2	0
PAOEAKHP_00718	contig_2_pilon	839226	839714	+	489	0	0	0
PAOEAKHP_00719	contig_2_pilon	839815	840777	-	963	6	0	0
PAOEAKHP_00720	contig_2_pilon	840876	841457	+	582	0	0	0
PAOEAKHP_00721	contig_2_pilon	841680	842228	-	549	2	1	2
PAOEAKHP_00722	contig_2_pilon	842911	843288	-	378	26	9	21
PAOEAKHP_00723	contig_2_pilon	843470	844021	+	552	94	98	110
PAOEAKHP_00724	contig_2_pilon	844189	845826	-	1638	273	233	198
PAOEAKHP_00725	contig_2_pilon	846081	846785	+	705	0	1	2
PAOEAKHP_00726	contig_2_pilon	847052	848383	+	1332	8	10	8
PAOEAKHP_00727	contig_2_pilon	848605	850005	+	1401	0	18	2
PAOEAKHP_00728	contig_2_pilon	850147	853308	+	3162	567	594	891
PAOEAKHP_00729	contig_2_pilon	853305	854465	+	1161	305	359	428
